[1360, 827]
[folio, [596.0, 50.0, 138.0, 18.0], shoonya_0s8F07383WDOR9, 5781816]
[folio, [596.0, 68.0, 138.0, 18.0], shoonya_0s8F07383WDOR9, 5781816]
[folio, [596.0, 86.0, 138.0, 18.0], shoonya_0s8F07383WDOR9, 5781816]
[section-title, [214.0, 110.0, 389.0, 30.0], nlBKjjQ6Pf, 5781816]
[paragraph, [75.0, 146.0, 663.0, 18.0], QNjA8IZBJV, 5781816]
[paragraph, [75.0, 164.0, 663.0, 18.0], QNjA8IZBJV, 5781816]
[ordered-list, [73.0, 197.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 215.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 233.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 251.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 269.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 287.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 305.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 323.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 341.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 359.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 377.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 395.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 413.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[ordered-list, [73.0, 431.0, 678.0, 18.0], jpc8UqYqxb, 5781816]
[sub-ordered-list, [87.0, 216.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 234.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 252.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 270.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 288.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 306.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 324.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 342.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 360.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 378.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 396.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[sub-ordered-list, [87.0, 414.0, 652.0, 18.0], -0m8jJzSpJ, 5781816]
[ordered-list, [69.0, 456.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 474.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 492.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 510.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 528.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 546.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 564.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 582.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 600.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 618.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 636.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 654.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 672.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 690.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 708.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 726.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 744.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 762.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[ordered-list, [69.0, 780.0, 687.0, 18.0], Bhg3Ahg9HD, 5781816]
[sub-ordered-list, [73.0, 496.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 514.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 532.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 550.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 568.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 586.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 604.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 622.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 640.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 658.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 676.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 694.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 712.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 730.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 748.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 766.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[sub-ordered-list, [73.0, 784.0, 683.0, 18.0], k5H_GK3Vbz, 5781816]
[subsub-ordered-list, [77.0, 607.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 625.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 643.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 661.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 679.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 697.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 715.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 733.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 751.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 769.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[subsub-ordered-list, [77.0, 787.0, 676.0, 18.0], Qmi0zrrZEq, 5781816]
[sidebar, [641.0, 1185.0, 100.0, 18.0], 6mIydFzV4h, 5781816]
[figure-caption, [138.0, 1202.0, 546.0, 18.0], q7hQu3qefV, 5781816]
