[2200, 1700]
[paragraph, [408.0, 124.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 160.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 196.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 232.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 268.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 304.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [408.0, 340.0, 891.0, 36.0], shoonya_1sUGVKJUVTEOPB, 5660964]
[paragraph, [412.0, 382.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 418.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 454.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 490.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 526.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 562.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 598.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 634.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 670.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 706.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 742.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 778.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 814.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 850.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 886.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 922.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 958.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 994.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1030.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1066.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1102.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1138.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1174.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [412.0, 1210.0, 882.0, 36.0], shoonya_0sCGRRYY8YGP9Y, 5660964]
[paragraph, [374.0, 1259.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1295.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1331.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1367.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1403.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1439.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1475.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1511.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1547.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1583.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
[paragraph, [374.0, 1619.0, 919.0, 36.0], i0x7kmsk_i, 5660964]
