[1063, 680]
[folio, [305.0, 53.0, 70.0, 18.0], shoonya_0s7VIL86RFNMZX, 5740261]
[folio, [305.0, 71.0, 70.0, 18.0], shoonya_0s7VIL86RFNMZX, 5740261]
[paragraph, [65.0, 112.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 130.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 148.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 166.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 184.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 202.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 220.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 238.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 256.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 274.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 292.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 310.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 328.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 346.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 364.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 382.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 400.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 418.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 436.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 454.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 472.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 490.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 508.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 526.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 544.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 562.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 580.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 598.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 616.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 634.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 652.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 670.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 688.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 706.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 724.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 742.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 760.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 778.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 796.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 814.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 832.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 850.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 868.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 886.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 904.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[paragraph, [65.0, 922.0, 540.0, 18.0], tWVq6fn6-k, 5740261]
[footnote, [458.0, 1015.0, 179.0, 18.0], D1MyGFPLvD, 5740261]
