[1725, 1313]
[paragraph, [108.0, 137.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 173.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 209.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 245.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 281.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 317.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 353.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 389.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 425.0, 484.0, 36.0], v4cbLev3id, 5771577]
[paragraph, [108.0, 492.0, 484.0, 36.0], NHBsyn7fci, 5771577]
[paragraph, [108.0, 528.0, 484.0, 36.0], NHBsyn7fci, 5771577]
[paragraph, [108.0, 564.0, 484.0, 36.0], NHBsyn7fci, 5771577]
[paragraph, [658.0, 589.0, 538.0, 36.0], 9UCBWCyD5k, 5771577]
[paragraph, [658.0, 625.0, 538.0, 36.0], 9UCBWCyD5k, 5771577]
[paragraph, [108.0, 618.0, 546.0, 36.0], fEWTIu58py, 5771577]
[paragraph, [108.0, 654.0, 546.0, 36.0], fEWTIu58py, 5771577]
[paragraph, [108.0, 690.0, 546.0, 36.0], fEWTIu58py, 5771577]
[paragraph, [654.0, 695.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 731.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 767.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 803.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 839.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 875.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [654.0, 911.0, 541.0, 36.0], FZJx-yLedH, 5771577]
[paragraph, [114.0, 746.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 782.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 818.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 854.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 890.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 926.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [114.0, 962.0, 538.0, 36.0], _nTg-PN2EW, 5771577]
[paragraph, [656.0, 951.0, 539.0, 36.0], -z8HWjfI1m, 5771577]
[paragraph, [656.0, 987.0, 539.0, 36.0], -z8HWjfI1m, 5771577]
[paragraph, [656.0, 1023.0, 539.0, 36.0], -z8HWjfI1m, 5771577]
[paragraph, [656.0, 1059.0, 539.0, 36.0], -z8HWjfI1m, 5771577]
[paragraph, [656.0, 1095.0, 539.0, 36.0], -z8HWjfI1m, 5771577]
[paragraph, [119.0, 996.0, 528.0, 36.0], XlZeC0PTG3, 5771577]
[paragraph, [119.0, 1032.0, 528.0, 36.0], XlZeC0PTG3, 5771577]
[paragraph, [119.0, 1068.0, 528.0, 36.0], XlZeC0PTG3, 5771577]
[paragraph, [119.0, 1104.0, 528.0, 36.0], XlZeC0PTG3, 5771577]
[paragraph, [695.0, 1142.0, 497.0, 36.0], 8yfhSakwYK, 5771577]
[paragraph, [695.0, 1178.0, 497.0, 36.0], 8yfhSakwYK, 5771577]
[paragraph, [697.0, 1237.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[paragraph, [697.0, 1273.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[paragraph, [697.0, 1309.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[paragraph, [697.0, 1345.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[paragraph, [697.0, 1381.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[paragraph, [697.0, 1417.0, 492.0, 36.0], YIIqgY1oZa, 5771577]
[author, [973.0, 1478.0, 247.0, 36.0], _J-y-CpNan, 5771577]
[author, [973.0, 1514.0, 247.0, 36.0], _J-y-CpNan, 5771577]
[folio, [576.0, 1580.0, 160.0, 36.0], wCHoAwsb0u, 5771577]
