[3300, 2550]
[paragraph, [270.0, 257.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 309.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 362.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 414.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 467.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 519.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 572.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 624.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 677.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 729.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 782.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 834.5, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [270.0, 887.0, 2015.0, 52.5], shoonya_0sBJRTAA695R6P, 5720480]
[paragraph, [280.0, 988.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1040.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1093.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1145.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1198.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1250.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1303.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1355.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1408.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1460.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1513.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1565.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1618.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1670.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1723.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1775.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1828.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1880.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1933.0, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [280.0, 1985.5, 2014.0, 52.5], SUmUT_9LgZ, 5720480]
[paragraph, [267.0, 2104.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2156.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2209.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2261.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2314.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2366.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2419.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2471.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2524.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2576.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2629.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2681.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2734.0, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2786.5, 2004.0, 52.5], py20SzqDg1, 5720480]
[paragraph, [267.0, 2839.0, 2004.0, 52.5], py20SzqDg1, 5720480]
