[1571, 1187]
[section-title, [126.0, 71.0, 283.0, 49.5], shoonya_2s8XTIRG5R23QA, 6472417]
[paragraph, [767.0, 166.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 202.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 238.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 274.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 310.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 346.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 382.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 418.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [767.0, 454.0, 304.0, 36.0], shoonya_23sZXVS22OT9O3, 6472417]
[paragraph, [453.0, 171.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 207.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 243.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 279.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 315.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 351.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [453.0, 387.0, 304.0, 36.0], shoonya_3s8WI33BHJIJH9, 6472417]
[paragraph, [452.0, 448.0, 287.0, 36.0], shoonya_12sP6GZ3G4IUVP, 6472417]
[paragraph, [452.0, 484.0, 287.0, 36.0], shoonya_12sP6GZ3G4IUVP, 6472417]
[paragraph, [452.0, 520.0, 287.0, 36.0], shoonya_12sP6GZ3G4IUVP, 6472417]
[contact-info, [858.0, 501.0, 199.0, 36.0], shoonya_14sULEB4BEP8X7, 6472417]
[paragraph, [456.0, 573.0, 303.0, 36.0], shoonya_27sXWP8MG9160W, 6472417]
[paragraph, [456.0, 609.0, 303.0, 36.0], shoonya_27sXWP8MG9160W, 6472417]
[paragraph, [778.0, 597.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[paragraph, [778.0, 633.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[paragraph, [778.0, 669.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[paragraph, [778.0, 705.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[paragraph, [778.0, 741.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[paragraph, [778.0, 777.0, 299.0, 36.0], shoonya_9sEYMJ2MJHAO9N, 6472417]
[section-title, [125.0, 610.0, 207.0, 49.5], shoonya_7sX9UC3ZMD3SBM, 6472417]
[paragraph, [124.0, 670.0, 315.0, 36.0], shoonya_6sS1IFNG50YTVV, 6472417]
[paragraph, [124.0, 706.0, 315.0, 36.0], shoonya_6sS1IFNG50YTVV, 6472417]
[paragraph, [124.0, 742.0, 315.0, 36.0], shoonya_6sS1IFNG50YTVV, 6472417]
[paragraph, [124.0, 778.0, 315.0, 36.0], shoonya_6sS1IFNG50YTVV, 6472417]
[paragraph, [451.0, 723.0, 297.0, 36.0], shoonya_21sOCPF833VAPI, 6472417]
[paragraph, [451.0, 759.0, 297.0, 36.0], shoonya_21sOCPF833VAPI, 6472417]
[paragraph, [745.0, 851.0, 323.0, 36.0], shoonya_22sVVL1IEB2BYG, 6472417]
[paragraph, [745.0, 887.0, 323.0, 36.0], shoonya_22sVVL1IEB2BYG, 6472417]
[paragraph, [745.0, 923.0, 323.0, 36.0], shoonya_22sVVL1IEB2BYG, 6472417]
[paragraph, [745.0, 959.0, 323.0, 36.0], shoonya_22sVVL1IEB2BYG, 6472417]
[paragraph, [745.0, 995.0, 323.0, 36.0], shoonya_22sVVL1IEB2BYG, 6472417]
