[2806, 1984]
[section-title, [425.0, 102.0, 1138.0, 79.5], ndpWnVXHlo, 5698620]
[paragraph, [442.0, 201.0, 1326.0, 46.5], drBdZ87vzs, 5698620]
[paragraph, [442.0, 247.5, 1326.0, 46.5], drBdZ87vzs, 5698620]
[paragraph, [442.0, 294.0, 1326.0, 46.5], drBdZ87vzs, 5698620]
[paragraph, [442.0, 340.5, 1326.0, 46.5], drBdZ87vzs, 5698620]
[answer, [346.0, 520.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 566.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 613.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 659.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 706.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 752.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 799.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 845.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 892.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 938.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 985.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1031.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1078.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1124.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1171.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1217.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1264.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1310.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1357.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1403.5, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[answer, [346.0, 1450.0, 1417.0, 46.5], shoonya_0sKDHM2X34FMEN, 5698620]
[paragraph, [450.0, 1027.0, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1073.5, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1120.0, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1166.5, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1213.0, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1259.5, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1306.0, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1352.5, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1399.0, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
[paragraph, [450.0, 1445.5, 1298.0, 46.5], Q_RM_ACSlZ, 5698620]
