[2200, 1700]
[paragraph, [311.0, 72.0, 630.0, 36.0], w-aKrAuJiB, 5730761]
[section-title, [314.0, 148.0, 638.0, 52.5], C_U4xur_iQ, 5730761]
[paragraph, [305.0, 212.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 248.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 284.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 320.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 356.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 392.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 428.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 464.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 500.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 536.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 572.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 608.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 644.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 680.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 716.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 752.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 788.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 824.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 860.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 896.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 932.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 968.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 1004.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [305.0, 1040.0, 1106.0, 36.0], shoonya_1sRW69XPMKI4D4, 5730761]
[paragraph, [313.0, 1121.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1157.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1193.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1229.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1265.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1301.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1337.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1373.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1409.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1445.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1481.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1517.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1553.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1589.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1625.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1661.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1697.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1733.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1769.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1805.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1841.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1877.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[paragraph, [313.0, 1913.0, 1107.0, 36.0], shoonya_0s2971U417CFTK, 5730761]
[folio, [333.0, 2032.0, 356.0, 36.0], hGOWwuY_mm, 5730761]
