[4210, 2975]
[paragraph, [428.0, 350.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 402.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 455.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 507.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 560.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 612.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 665.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 717.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 770.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 822.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 875.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 927.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 980.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 1032.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 1085.0, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[paragraph, [428.0, 1137.5, 2220.0, 52.5], shoonya_2sBUBUX7A3KTLR, 5697985]
[unordered-list, [324.0, 1291.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1343.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1396.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1448.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1501.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1553.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1606.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1658.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1711.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1763.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1816.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1868.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1921.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 1973.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2026.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2078.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2131.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2183.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2236.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2288.5, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
[unordered-list, [324.0, 2341.0, 2350.0, 52.5], shoonya_0sZ0VTCJ43OXYI, 5697985]
