[2481, 1654]
[folio, [1182.0, 101.0, 142.0, 36.0], OvGc1IngQa, 5721045]
[paragraph, [163.0, 215.0, 1269.0, 36.0], shoonya_3sQRS4LOKDO4HU, 5721045]
[paragraph, [163.0, 251.0, 1269.0, 36.0], shoonya_3sQRS4LOKDO4HU, 5721045]
[paragraph, [163.0, 287.0, 1269.0, 36.0], shoonya_3sQRS4LOKDO4HU, 5721045]
[paragraph, [163.0, 323.0, 1269.0, 36.0], shoonya_3sQRS4LOKDO4HU, 5721045]
[paragraph, [163.0, 359.0, 1269.0, 36.0], shoonya_3sQRS4LOKDO4HU, 5721045]
[paragraph, [161.0, 422.0, 1277.0, 36.0], shoonya_1sMUFJ4BU6VMD4, 5721045]
[paragraph, [161.0, 458.0, 1277.0, 36.0], shoonya_1sMUFJ4BU6VMD4, 5721045]
[paragraph, [161.0, 494.0, 1277.0, 36.0], shoonya_1sMUFJ4BU6VMD4, 5721045]
[paragraph, [161.0, 530.0, 1277.0, 36.0], shoonya_1sMUFJ4BU6VMD4, 5721045]
[paragraph, [161.0, 566.0, 1277.0, 36.0], shoonya_1sMUFJ4BU6VMD4, 5721045]
[paragraph, [227.0, 620.0, 647.0, 36.0], wGYAhuB-qw, 5721045]
[paragraph, [167.0, 676.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 712.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 748.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 784.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 820.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 856.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 892.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 928.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 964.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 1000.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 1036.0, 1269.0, 36.0], e0kJ_T-iPG, 5721045]
[paragraph, [167.0, 1077.0, 1263.0, 36.0], 1bsOnk-py-, 5721045]
[paragraph, [167.0, 1113.0, 1263.0, 36.0], 1bsOnk-py-, 5721045]
[paragraph, [167.0, 1149.0, 1263.0, 36.0], 1bsOnk-py-, 5721045]
[paragraph, [167.0, 1185.0, 1263.0, 36.0], 1bsOnk-py-, 5721045]
[paragraph, [165.0, 1230.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1266.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1302.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1338.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1374.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1410.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1446.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [165.0, 1482.0, 1269.0, 36.0], 1b0RmH2FU7, 5721045]
[paragraph, [167.0, 1532.0, 1269.0, 36.0], dvmxfnzFJi, 5721045]
[paragraph, [167.0, 1568.0, 1269.0, 36.0], dvmxfnzFJi, 5721045]
[paragraph, [163.0, 1629.0, 1271.0, 36.0], AEOo05t8Jg, 5721045]
[paragraph, [163.0, 1665.0, 1271.0, 36.0], AEOo05t8Jg, 5721045]
[paragraph, [165.0, 1732.0, 1269.0, 36.0], 6AvxVCEOZe, 5721045]
[paragraph, [165.0, 1768.0, 1269.0, 36.0], 6AvxVCEOZe, 5721045]
[paragraph, [167.0, 1833.0, 1263.0, 36.0], KsJHVrFRii, 5721045]
[paragraph, [167.0, 1869.0, 1263.0, 36.0], KsJHVrFRii, 5721045]
[paragraph, [165.0, 1931.0, 1265.0, 36.0], 32hfb3SYV6, 5721045]
[paragraph, [165.0, 1967.0, 1265.0, 36.0], 32hfb3SYV6, 5721045]
[paragraph, [165.0, 2036.0, 1269.0, 36.0], iIqjzXn_bJ, 5721045]
[paragraph, [165.0, 2072.0, 1269.0, 36.0], iIqjzXn_bJ, 5721045]
[paragraph, [165.0, 2108.0, 1269.0, 36.0], iIqjzXn_bJ, 5721045]
[paragraph, [165.0, 2144.0, 1269.0, 36.0], iIqjzXn_bJ, 5721045]
