[1806, 1262]
[folio, [530.0, 102.0, 556.0, 36.0], shoonya_0sG763KFZECEKZ, 5680781]
[paragraph, [93.0, 173.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 209.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 245.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 281.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 317.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 353.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 389.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 425.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 461.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 497.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 533.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 569.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 605.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 641.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 677.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 713.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 749.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 785.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [93.0, 821.0, 507.0, 36.0], shoonya_3sY4TSC00126YY, 5680781]
[paragraph, [657.0, 175.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 211.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 247.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 283.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 319.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 355.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 391.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 427.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 463.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 499.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 535.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 571.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 607.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 643.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 679.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 715.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 751.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 787.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 823.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 859.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 895.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [657.0, 931.0, 510.0, 36.0], shoonya_6s3JHUL5GTTV6P, 5680781]
[paragraph, [90.0, 868.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 904.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 940.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 976.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1012.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1048.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1084.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1120.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1156.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1192.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1228.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1264.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1300.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1336.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1372.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1408.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1444.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1480.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1516.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [90.0, 1552.0, 509.0, 36.0], shoonya_4sJGY5OANIRFP4, 5680781]
[paragraph, [656.0, 975.0, 511.0, 36.0], 2bnUtRZj_x, 5680781]
[paragraph, [656.0, 1011.0, 511.0, 36.0], 2bnUtRZj_x, 5680781]
[paragraph, [656.0, 1047.0, 511.0, 36.0], 2bnUtRZj_x, 5680781]
[paragraph, [656.0, 1083.0, 511.0, 36.0], 2bnUtRZj_x, 5680781]
[paragraph, [656.0, 1119.0, 511.0, 36.0], 2bnUtRZj_x, 5680781]
[section-title, [752.0, 1192.0, 296.0, 49.5], CwkKmFHMd6, 5680781]
[section-title, [752.0, 1241.5, 296.0, 49.5], CwkKmFHMd6, 5680781]
[paragraph, [651.0, 1332.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1368.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
[paragraph, [651.0, 1404.0, 504.0, 36.0], v7qIhiHNKJ, 5680781]
