[1387, 987]
[paragraph, [89.0, 93.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [89.0, 111.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [89.0, 129.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [89.0, 147.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [89.0, 165.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [89.0, 183.0, 775.0, 18.0], shoonya_2s66460M07C102, 5651700]
[paragraph, [91.0, 222.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 240.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 258.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 276.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 294.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 312.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 330.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 348.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 366.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [91.0, 384.0, 777.0, 18.0], 6DxIFQ0A3b, 5651700]
[paragraph, [93.0, 406.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 424.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 442.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 460.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 478.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 496.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 514.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 532.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 550.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 568.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 586.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [93.0, 604.0, 787.0, 18.0], shoonya_0sT50SCI7KYW8M, 5651700]
[paragraph, [91.0, 641.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 659.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 677.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 695.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 713.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 731.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 749.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 767.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 785.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [91.0, 803.0, 792.0, 18.0], shoonya_4sDXBC12RJ8MQG, 5651700]
[paragraph, [89.0, 825.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 843.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 861.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 879.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 897.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 915.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 933.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 951.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 969.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 987.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 1005.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 1023.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [89.0, 1041.0, 797.0, 18.0], shoonya_1sNMIV9RUJ5DTT, 5651700]
[paragraph, [92.0, 1074.0, 604.0, 18.0], WLd0YL-EJG, 5651700]
[paragraph, [92.0, 1092.0, 604.0, 18.0], WLd0YL-EJG, 5651700]
[paragraph, [92.0, 1110.0, 604.0, 18.0], WLd0YL-EJG, 5651700]
