[1650, 1275]
[chapter-title, [321.0, 184.0, 372.0, 58.5], shoonya_7sC673TOUREXHJ, 6469913]
[author, [756.0, 294.0, 178.0, 36.0], rsYK_0H1kg, 6469913]
[paragraph, [59.0, 443.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 479.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 515.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 551.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 587.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 623.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 659.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 695.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 731.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 767.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [59.0, 803.0, 900.0, 36.0], shoonya_0sO8J1D3USO7LB, 6469913]
[paragraph, [60.0, 858.0, 902.0, 36.0], yDz3TFkx21, 6469913]
[paragraph, [60.0, 894.0, 902.0, 36.0], yDz3TFkx21, 6469913]
[paragraph, [58.0, 957.0, 899.0, 36.0], aM0SRvvNZ0, 6469913]
[paragraph, [58.0, 993.0, 899.0, 36.0], aM0SRvvNZ0, 6469913]
[paragraph, [58.0, 1029.0, 899.0, 36.0], aM0SRvvNZ0, 6469913]
[paragraph, [58.0, 1065.0, 899.0, 36.0], aM0SRvvNZ0, 6469913]
[paragraph, [58.0, 1101.0, 899.0, 36.0], aM0SRvvNZ0, 6469913]
[paragraph, [130.0, 1164.0, 744.0, 36.0], B5SuBHLW0H, 6469913]
[paragraph, [57.0, 1215.0, 905.0, 36.0], r10SFzmuWD, 6469913]
[paragraph, [57.0, 1251.0, 905.0, 36.0], r10SFzmuWD, 6469913]
[paragraph, [128.0, 1320.0, 759.0, 36.0], QmymOznnFO, 6469913]
[paragraph, [55.0, 1363.0, 889.0, 36.0], VrhnRwTR9z, 6469913]
[paragraph, [55.0, 1399.0, 889.0, 36.0], VrhnRwTR9z, 6469913]
[folio, [764.0, 1520.0, 124.0, 36.0], pYZ6xNBYeF, 6469913]
