[1257, 871]
[chapter-title, [381.0, 38.0, 215.0, 30.0], shoonya_14sCQHVXRBMMPY, 5776182]
[paragraph, [175.0, 76.0, 570.0, 18.0], shoonya_7s9D8Y52R2YVLZ, 5776182]
[paragraph, [170.0, 102.0, 631.0, 18.0], xl0lHqDumE, 5776182]
[paragraph, [170.0, 120.0, 631.0, 18.0], xl0lHqDumE, 5776182]
[paragraph, [170.0, 138.0, 631.0, 18.0], xl0lHqDumE, 5776182]
[paragraph, [175.0, 154.0, 626.0, 18.0], dds1sIDdpD, 5776182]
[paragraph, [175.0, 172.0, 626.0, 18.0], dds1sIDdpD, 5776182]
[paragraph, [173.0, 202.0, 630.0, 18.0], shoonya_15s7OY47OA4E54, 5776182]
[paragraph, [173.0, 220.0, 630.0, 18.0], shoonya_15s7OY47OA4E54, 5776182]
[paragraph, [173.0, 238.0, 630.0, 18.0], shoonya_15s7OY47OA4E54, 5776182]
[paragraph, [170.0, 252.0, 634.0, 18.0], bGkZURNt8b, 5776182]
[paragraph, [170.0, 270.0, 634.0, 18.0], bGkZURNt8b, 5776182]
[paragraph, [170.0, 288.0, 634.0, 18.0], bGkZURNt8b, 5776182]
[paragraph, [178.0, 305.0, 625.0, 18.0], shoonya_12sLD5EG2KMJ38, 5776182]
[paragraph, [178.0, 323.0, 625.0, 18.0], shoonya_12sLD5EG2KMJ38, 5776182]
[paragraph, [176.0, 354.0, 631.0, 18.0], shoonya_3sLQI70CKF4UL3, 5776182]
[paragraph, [176.0, 372.0, 631.0, 18.0], shoonya_3sLQI70CKF4UL3, 5776182]
[paragraph, [176.0, 390.0, 631.0, 18.0], shoonya_3sLQI70CKF4UL3, 5776182]
[paragraph, [176.0, 408.0, 631.0, 18.0], shoonya_3sLQI70CKF4UL3, 5776182]
[paragraph, [178.0, 429.0, 629.0, 18.0], shoonya_6sXHUQLRI62DSN, 5776182]
[paragraph, [178.0, 447.0, 629.0, 18.0], shoonya_6sXHUQLRI62DSN, 5776182]
[paragraph, [178.0, 465.0, 629.0, 18.0], shoonya_6sXHUQLRI62DSN, 5776182]
[paragraph, [201.0, 480.0, 253.0, 18.0], shoonya_13s3EDW8R27JG0, 5776182]
[paragraph, [176.0, 504.0, 628.0, 18.0], shoonya_9sO35RM00MWONS, 5776182]
[paragraph, [176.0, 522.0, 628.0, 18.0], shoonya_9sO35RM00MWONS, 5776182]
[paragraph, [176.0, 540.0, 628.0, 18.0], shoonya_9sO35RM00MWONS, 5776182]
[paragraph, [202.0, 554.0, 318.0, 18.0], shoonya_10sTVOR41CF8HY, 5776182]
[paragraph, [201.0, 580.0, 459.0, 18.0], shoonya_8sY9MWDHIKTH8I, 5776182]
[paragraph, [180.0, 605.0, 626.0, 18.0], shoonya_1sLL6W8IXIC3W2, 5776182]
[paragraph, [180.0, 623.0, 626.0, 18.0], shoonya_1sLL6W8IXIC3W2, 5776182]
[paragraph, [180.0, 641.0, 626.0, 18.0], shoonya_1sLL6W8IXIC3W2, 5776182]
[paragraph, [180.0, 659.0, 626.0, 18.0], shoonya_1sLL6W8IXIC3W2, 5776182]
[paragraph, [180.0, 677.0, 626.0, 18.0], shoonya_1sLL6W8IXIC3W2, 5776182]
[paragraph, [180.0, 705.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 723.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 741.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 759.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 777.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 795.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 813.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 831.0, 626.0, 18.0], shoonya_0s5TKS3MA8GKXQ, 5776182]
[paragraph, [180.0, 855.0, 628.0, 18.0], shoonya_2sIBJX3C17ZIX6, 5776182]
[paragraph, [180.0, 873.0, 628.0, 18.0], shoonya_2sIBJX3C17ZIX6, 5776182]
[paragraph, [191.0, 906.0, 615.0, 18.0], shoonya_11sED9SMS5KC71, 5776182]
[paragraph, [202.0, 931.0, 599.0, 18.0], XlryctiFZh, 5776182]
[paragraph, [178.0, 954.0, 629.0, 18.0], shoonya_4sZOKNN2O0PWKR, 5776182]
[paragraph, [178.0, 972.0, 629.0, 18.0], shoonya_4sZOKNN2O0PWKR, 5776182]
[paragraph, [178.0, 990.0, 629.0, 18.0], shoonya_4sZOKNN2O0PWKR, 5776182]
[paragraph, [178.0, 1008.0, 629.0, 18.0], shoonya_4sZOKNN2O0PWKR, 5776182]
[paragraph, [178.0, 1026.0, 629.0, 18.0], shoonya_4sZOKNN2O0PWKR, 5776182]
[paragraph, [206.0, 1055.0, 508.0, 18.0], shoonya_5sQ3NGYWWT5F7O, 5776182]
