[1752, 1240]
[section-title, [443.0, 114.0, 379.0, 49.5], 5Wlb-PBZRe, 5708029]
[section-title, [443.0, 163.5, 379.0, 49.5], 5Wlb-PBZRe, 5708029]
[placeholder-text, [802.0, 119.0, 353.0, 18.0], znT9J2VSi3, 5708029]
[placeholder-text, [802.0, 137.0, 353.0, 18.0], znT9J2VSi3, 5708029]
[ordered-list, [148.0, 262.0, 559.0, 36.0], M64B9tm5l6, 5708029]
[second-level-question, [148.0, 319.0, 795.0, 36.0], Nu9c--Nnh7, 5708029]
[second-level-question, [139.0, 423.0, 785.0, 36.0], FiJKTIHYM7, 5708029]
[second-level-question, [139.0, 459.0, 785.0, 36.0], FiJKTIHYM7, 5708029]
[second-level-question, [139.0, 495.0, 785.0, 36.0], FiJKTIHYM7, 5708029]
[second-level-question, [139.0, 531.0, 785.0, 36.0], FiJKTIHYM7, 5708029]
[third-level-question, [220.0, 458.0, 565.0, 18.0], ybD62hUjpu, 5708029]
[third-level-question, [220.0, 476.0, 565.0, 18.0], ybD62hUjpu, 5708029]
[third-level-question, [223.0, 497.0, 575.0, 18.0], 9rY1FwrVc-, 5708029]
[third-level-question, [223.0, 515.0, 575.0, 18.0], 9rY1FwrVc-, 5708029]
[third-level-question, [224.0, 527.0, 686.0, 18.0], SdUZb8xWEP, 5708029]
[third-level-question, [224.0, 545.0, 686.0, 18.0], SdUZb8xWEP, 5708029]
[second-level-question, [134.0, 570.0, 714.0, 36.0], 7hGoX6s1bi, 5708029]
[second-level-question, [134.0, 606.0, 714.0, 36.0], 7hGoX6s1bi, 5708029]
[second-level-question, [134.0, 642.0, 714.0, 36.0], 7hGoX6s1bi, 5708029]
[second-level-question, [134.0, 678.0, 714.0, 36.0], 7hGoX6s1bi, 5708029]
[third-level-question, [224.0, 601.0, 616.0, 18.0], shoonya_0sJ6SZHMLO8H3Q, 5708029]
[third-level-question, [224.0, 619.0, 616.0, 18.0], shoonya_0sJ6SZHMLO8H3Q, 5708029]
[third-level-question, [223.0, 637.0, 534.0, 18.0], o3xPN80jZx, 5708029]
[third-level-question, [220.0, 668.0, 585.0, 18.0], VFTa1D8lB3, 5708029]
[third-level-question, [220.0, 686.0, 585.0, 18.0], VFTa1D8lB3, 5708029]
[second-level-question, [156.0, 803.0, 638.0, 36.0], 1uT_tpHJ0S, 5708029]
[second-level-question, [145.0, 841.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 877.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 913.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 949.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 985.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 1021.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[second-level-question, [145.0, 1057.0, 956.0, 36.0], RzgXd9EQUA, 5708029]
[third-level-question, [221.0, 869.0, 868.0, 18.0], EKxz9TmTQZ, 5708029]
[third-level-question, [221.0, 887.0, 868.0, 18.0], EKxz9TmTQZ, 5708029]
[third-level-question, [221.0, 905.0, 868.0, 18.0], EKxz9TmTQZ, 5708029]
[third-level-question, [221.0, 923.0, 868.0, 18.0], EKxz9TmTQZ, 5708029]
[third-level-question, [221.0, 941.0, 868.0, 18.0], EKxz9TmTQZ, 5708029]
[third-level-question, [217.0, 978.0, 589.0, 18.0], 3LLnPqpuQi, 5708029]
[third-level-question, [220.0, 1010.0, 871.0, 18.0], 7LbjJwHFXS, 5708029]
[third-level-question, [220.0, 1028.0, 871.0, 18.0], 7LbjJwHFXS, 5708029]
[third-level-question, [220.0, 1046.0, 871.0, 18.0], 7LbjJwHFXS, 5708029]
[third-level-question, [220.0, 1064.0, 871.0, 18.0], 7LbjJwHFXS, 5708029]
[third-level-question, [220.0, 1082.0, 871.0, 18.0], 7LbjJwHFXS, 5708029]
[second-level-question, [137.0, 1111.0, 974.0, 36.0], tIG-klh3fq, 5708029]
[second-level-question, [137.0, 1147.0, 974.0, 36.0], tIG-klh3fq, 5708029]
[second-level-question, [137.0, 1183.0, 974.0, 36.0], tIG-klh3fq, 5708029]
[second-level-question, [137.0, 1219.0, 974.0, 36.0], tIG-klh3fq, 5708029]
[third-level-question, [220.0, 1138.0, 868.0, 18.0], r4bm0jBtri, 5708029]
[third-level-question, [220.0, 1156.0, 868.0, 18.0], r4bm0jBtri, 5708029]
[third-level-question, [220.0, 1174.0, 868.0, 18.0], r4bm0jBtri, 5708029]
[third-level-question, [220.0, 1192.0, 868.0, 18.0], r4bm0jBtri, 5708029]
[third-level-question, [220.0, 1212.0, 382.0, 18.0], d_mdIVJCVk, 5708029]
[third-level-question, [221.0, 1231.0, 885.0, 18.0], S68HdeiXcy, 5708029]
[third-level-question, [221.0, 1249.0, 885.0, 18.0], S68HdeiXcy, 5708029]
[second-level-question, [142.0, 1369.0, 877.0, 36.0], twJaKRw6e3, 5708029]
[second-level-question, [141.0, 1417.0, 1004.0, 36.0], J5_nfkTA-d, 5708029]
[second-level-question, [141.0, 1453.0, 1004.0, 36.0], J5_nfkTA-d, 5708029]
[second-level-question, [141.0, 1489.0, 1004.0, 36.0], J5_nfkTA-d, 5708029]
[second-level-question, [141.0, 1525.0, 1004.0, 36.0], J5_nfkTA-d, 5708029]
[second-level-question, [141.0, 1561.0, 1004.0, 36.0], J5_nfkTA-d, 5708029]
[third-level-question, [217.0, 1448.0, 367.0, 18.0], ZKWXQw2FQ0, 5708029]
[third-level-question, [217.0, 1466.0, 367.0, 18.0], ZKWXQw2FQ0, 5708029]
[third-level-question, [221.0, 1479.0, 844.0, 18.0], DGh_LxGRvA, 5708029]
[third-level-question, [221.0, 1497.0, 844.0, 18.0], DGh_LxGRvA, 5708029]
[third-level-question, [221.0, 1515.0, 844.0, 18.0], DGh_LxGRvA, 5708029]
[third-level-question, [217.0, 1544.0, 897.0, 18.0], yAr3aNZZSF, 5708029]
[third-level-question, [217.0, 1562.0, 897.0, 18.0], yAr3aNZZSF, 5708029]
