[1269, 2568]
[paragraph, [1289.0, 83.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 101.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 119.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 137.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 155.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 173.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 191.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [1289.0, 209.0, 359.0, 18.0], shoonya_20sEXI3EDMCH56, 5725862]
[paragraph, [2124.0, 92.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 110.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 128.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 146.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 164.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 182.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 200.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 218.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 236.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[paragraph, [2124.0, 254.0, 348.0, 18.0], shoonya_4s5RYX3IJZYZWL, 5725862]
[section-title, [97.0, 93.0, 338.0, 30.0], f7fAwOpnYx, 5725862]
[section-title, [471.0, 93.0, 352.0, 30.0], shoonya_17sDCESNZ5S0J8, 5725862]
[section-title, [471.0, 123.0, 352.0, 30.0], shoonya_17sDCESNZ5S0J8, 5725862]
[section-title, [471.0, 153.0, 352.0, 30.0], shoonya_17sDCESNZ5S0J8, 5725862]
[paragraph, [117.0, 131.0, 294.0, 18.0], YhCPtd_MsO, 5725862]
[paragraph, [117.0, 149.0, 294.0, 18.0], YhCPtd_MsO, 5725862]
[paragraph, [117.0, 167.0, 294.0, 18.0], YhCPtd_MsO, 5725862]
[paragraph, [117.0, 185.0, 294.0, 18.0], YhCPtd_MsO, 5725862]
[paragraph, [89.0, 209.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 227.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 245.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 263.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 281.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 299.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 317.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 335.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 353.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 371.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 389.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 407.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 425.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 443.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 461.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 479.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 497.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 515.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 533.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 551.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 569.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 587.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 605.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[paragraph, [89.0, 623.0, 352.0, 18.0], D-I1OwwJDz, 5725862]
[sub-section-title, [472.0, 217.0, 299.0, 25.5], MSRY5fn2ST, 5725862]
[sub-section-title, [1291.0, 244.0, 244.0, 25.5], _y6LYkK_5a, 5725862]
[unordered-list, [461.0, 249.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 267.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 285.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 303.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 321.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 339.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 357.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 375.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 393.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 411.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 429.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 447.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 465.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 483.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 501.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 519.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 537.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
[unordered-list, [461.0, 555.0, 363.0, 18.0], Nnndcpo2Pe, 5725862]
