[1211, 798]
[folio, [327.0, 38.0, 137.0, 18.0], wqnaGF1g4n, 5741319]
[folio, [327.0, 56.0, 137.0, 18.0], wqnaGF1g4n, 5741319]
[paragraph, [29.0, 100.0, 733.0, 18.0], Kd07WVcNgZ, 5741319]
[paragraph, [29.0, 118.0, 733.0, 18.0], Kd07WVcNgZ, 5741319]
[paragraph, [29.0, 136.0, 733.0, 18.0], Kd07WVcNgZ, 5741319]
[paragraph, [29.0, 154.0, 733.0, 18.0], Kd07WVcNgZ, 5741319]
[paragraph, [25.0, 187.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 205.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 223.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 241.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 259.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 277.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 295.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 313.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 331.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 349.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [25.0, 367.0, 760.0, 18.0], b1ZlpPL63k, 5741319]
[paragraph, [35.0, 388.0, 724.0, 18.0], xLByieFcBq, 5741319]
[paragraph, [35.0, 406.0, 724.0, 18.0], xLByieFcBq, 5741319]
[paragraph, [35.0, 424.0, 724.0, 18.0], xLByieFcBq, 5741319]
[paragraph, [35.0, 442.0, 724.0, 18.0], xLByieFcBq, 5741319]
[paragraph, [43.0, 467.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 485.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 503.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 521.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 539.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 557.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 575.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 593.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 611.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 629.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 647.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 665.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 683.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 701.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 719.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 737.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 755.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 773.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 791.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 809.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 827.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 845.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 863.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 881.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 899.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 917.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 935.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 953.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 971.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [43.0, 989.0, 754.0, 18.0], 2TYeXLOynA, 5741319]
[paragraph, [53.0, 1016.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[paragraph, [53.0, 1034.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[paragraph, [53.0, 1052.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[paragraph, [53.0, 1070.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[paragraph, [53.0, 1088.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[paragraph, [53.0, 1106.0, 708.0, 18.0], VE1C7Ajfi3, 5741319]
[footnote, [411.0, 1173.0, 339.0, 18.0], 9f4oM3y1zt, 5741319]
