[2175, 1462]
[folio, [148.0, 135.0, 191.0, 36.0], uURMYoiJ5C, 5655144]
[paragraph, [123.0, 239.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 275.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 311.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 347.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 383.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 419.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 455.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 491.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 527.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 563.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 599.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 635.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 671.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 707.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 743.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 779.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 815.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 851.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 887.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 923.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 959.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 995.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1031.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1067.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1103.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1139.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1175.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1211.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1247.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1283.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1319.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1355.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [123.0, 1391.0, 1206.0, 36.0], shoonya_0sZVJZO1WU3AR2, 5655144]
[paragraph, [127.0, 1456.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1492.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1528.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1564.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1600.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1636.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1672.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [127.0, 1708.0, 1217.0, 36.0], shoonya_1sJGWNM0NINSYO, 5655144]
[paragraph, [123.0, 1791.0, 1196.0, 36.0], shoonya_4s7HC01D0F452T, 5655144]
[paragraph, [123.0, 1827.0, 1196.0, 36.0], shoonya_4s7HC01D0F452T, 5655144]
[paragraph, [123.0, 1863.0, 1196.0, 36.0], shoonya_4s7HC01D0F452T, 5655144]
[reference, [161.0, 1993.0, 505.0, 36.0], shoonya_3s47JSIJTMBH46, 5655144]
