[2339, 1656]
[paragraph, [832.0, 96.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 132.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 168.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 204.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 240.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 276.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 312.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 348.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 384.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 420.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 456.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 492.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 528.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 564.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 600.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 636.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 672.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 708.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 744.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 780.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 816.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 852.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 888.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 924.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 960.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 996.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1032.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1068.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1104.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1140.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1176.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1212.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1248.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1284.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1320.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1356.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1392.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1428.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1464.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1500.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1536.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1572.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1608.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1644.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1680.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1716.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1752.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1788.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1824.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1860.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1896.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1932.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 1968.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 2004.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [832.0, 2040.0, 727.0, 36.0], shoonya_3sJPDZ4K3AUH2N, 5749846]
[paragraph, [89.0, 104.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 140.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 176.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 212.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 248.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 284.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 320.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 356.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 392.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [89.0, 428.0, 710.0, 36.0], shoonya_5sZPM0Z4MQ2GOE, 5749846]
[paragraph, [91.0, 482.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 518.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 554.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 590.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 626.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 662.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [91.0, 698.0, 709.0, 36.0], shoonya_4sWNJFN314BZ4D, 5749846]
[paragraph, [99.0, 748.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 784.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 820.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 856.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 892.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 928.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 964.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [99.0, 1000.0, 703.0, 36.0], shoonya_1sUC8KYKOWB93E, 5749846]
[paragraph, [159.0, 1068.0, 591.0, 36.0], mAe9cDJGBZ, 5749846]
[paragraph, [102.0, 1126.0, 702.0, 36.0], shoonya_2s3S57ONP9HJHK, 5749846]
[paragraph, [102.0, 1162.0, 702.0, 36.0], shoonya_2s3S57ONP9HJHK, 5749846]
[paragraph, [102.0, 1198.0, 702.0, 36.0], shoonya_2s3S57ONP9HJHK, 5749846]
[paragraph, [102.0, 1234.0, 702.0, 36.0], shoonya_2s3S57ONP9HJHK, 5749846]
[paragraph, [103.0, 1288.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1324.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1360.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1396.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1432.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1468.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1504.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1540.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1576.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1612.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1648.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1684.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1720.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1756.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1792.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1828.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1864.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1900.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
[paragraph, [103.0, 1936.0, 708.0, 36.0], shoonya_0sTVAOI8Z8A32B, 5749846]
