[1468, 909]
[headline, [359.0, 77.0, 217.0, 25.5], HnbVDzhITs, 5770079]
[reference, [511.0, 138.0, 319.0, 18.0], vB6dsVBUcE, 5770079]
[reference, [511.0, 156.0, 319.0, 18.0], vB6dsVBUcE, 5770079]
[paragraph, [79.0, 139.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 157.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 175.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 193.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 211.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 229.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 247.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [79.0, 265.0, 376.0, 18.0], KCIjJswGE2, 5770079]
[paragraph, [464.0, 178.0, 364.0, 18.0], Me4HkXE9Ea, 5770079]
[paragraph, [464.0, 196.0, 364.0, 18.0], Me4HkXE9Ea, 5770079]
[paragraph, [464.0, 214.0, 364.0, 18.0], Me4HkXE9Ea, 5770079]
[paragraph, [464.0, 232.0, 364.0, 18.0], Me4HkXE9Ea, 5770079]
[paragraph, [462.0, 248.0, 364.0, 18.0], pQAUGY35ez, 5770079]
[paragraph, [462.0, 266.0, 364.0, 18.0], pQAUGY35ez, 5770079]
[paragraph, [462.0, 284.0, 364.0, 18.0], pQAUGY35ez, 5770079]
[paragraph, [462.0, 302.0, 364.0, 18.0], pQAUGY35ez, 5770079]
[paragraph, [80.0, 286.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 304.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 322.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 340.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 358.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 376.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 394.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[paragraph, [80.0, 412.0, 374.0, 18.0], bidtvU1t3d, 5770079]
[reference, [578.0, 315.0, 247.0, 18.0], SDU_nJUTkn, 5770079]
[reference, [578.0, 333.0, 247.0, 18.0], SDU_nJUTkn, 5770079]
[paragraph, [461.0, 355.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 373.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 391.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 409.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 427.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 445.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 463.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 481.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [461.0, 499.0, 370.0, 18.0], PK4CvMCtdq, 5770079]
[paragraph, [80.0, 431.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [80.0, 449.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [80.0, 467.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [80.0, 485.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [80.0, 503.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [80.0, 521.0, 371.0, 18.0], rrwVNAIllq, 5770079]
[paragraph, [461.0, 532.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 550.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 568.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 586.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 604.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 622.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 640.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [461.0, 658.0, 368.0, 18.0], JDMc5ifp0p, 5770079]
[paragraph, [79.0, 549.0, 370.0, 18.0], G0eep81Im6, 5770079]
[paragraph, [79.0, 567.0, 370.0, 18.0], G0eep81Im6, 5770079]
[paragraph, [79.0, 585.0, 370.0, 18.0], G0eep81Im6, 5770079]
[paragraph, [79.0, 603.0, 370.0, 18.0], G0eep81Im6, 5770079]
