[2339, 1654]
[chapter-title, [272.0, 64.0, 1115.0, 70.5], shoonya_2s5JGH7JF7MFQ2, 5751442]
[paragraph, [232.0, 263.0, 1198.0, 36.0], shoonya_1sCSENFL6BZA7S, 5751442]
[paragraph, [232.0, 299.0, 1198.0, 36.0], shoonya_1sCSENFL6BZA7S, 5751442]
[paragraph, [232.0, 335.0, 1198.0, 36.0], shoonya_1sCSENFL6BZA7S, 5751442]
[paragraph, [232.0, 371.0, 1198.0, 36.0], shoonya_1sCSENFL6BZA7S, 5751442]
[paragraph, [232.0, 407.0, 1198.0, 36.0], shoonya_1sCSENFL6BZA7S, 5751442]
[reference, [954.0, 465.0, 488.0, 36.0], CdgLmk_cE8, 5751442]
[reference, [954.0, 501.0, 488.0, 36.0], CdgLmk_cE8, 5751442]
[paragraph, [99.0, 513.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 549.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 585.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 621.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 657.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 693.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 729.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 765.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 801.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 837.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 873.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 909.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 945.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 981.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1017.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1053.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1089.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1125.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1161.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1197.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [99.0, 1233.0, 1469.0, 36.0], shoonya_3sUHG5SRW0LJ8X, 5751442]
[paragraph, [256.0, 1287.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1323.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1359.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1395.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1431.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1467.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[paragraph, [256.0, 1503.0, 1163.0, 36.0], TexCacZdGS, 5751442]
[reference, [810.0, 1566.0, 588.0, 36.0], shoonya_0sB6NJ77V2OI4Q, 5751442]
[paragraph, [118.0, 1626.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1662.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1698.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1734.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1770.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1806.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1842.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1878.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1914.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1950.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 1986.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
[paragraph, [118.0, 2022.0, 1449.0, 36.0], shoonya_4s2OIL0QZ43FTV, 5751442]
