[1030, 675]
[paragraph, [72.0, 106.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 124.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 142.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 160.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 178.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 196.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 214.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 232.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 250.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 268.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 286.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 304.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 322.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 340.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 358.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 376.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 394.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 412.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 430.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 448.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 466.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 484.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 502.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 520.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 538.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 556.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 574.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 592.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 610.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 628.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 646.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 664.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 682.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 700.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 718.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 736.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 754.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 772.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 790.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 808.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 826.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 844.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 862.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 880.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 898.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
[paragraph, [72.0, 916.0, 532.0, 18.0], shoonya_0s0DPTESZGQUCL, 5776159]
