[2339, 1653]
[folio, [227.0, 330.0, 284.0, 36.0], kzzB5rKK_t, 5735566]
[folio, [1267.0, 332.0, 152.0, 36.0], nT8eGXJyN9, 5735566]
[paragraph, [237.0, 389.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 425.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 461.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 497.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 533.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 569.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 605.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 641.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 677.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 713.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 749.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 785.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [237.0, 821.0, 580.0, 36.0], shoonya_1sDXJ35J4RU6RC, 5735566]
[paragraph, [1100.0, 389.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 425.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 461.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 497.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 533.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 569.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 605.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 641.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [1100.0, 677.0, 314.0, 36.0], shoonya_7s4P3WD0FN568P, 5735566]
[paragraph, [824.0, 742.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 778.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 814.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 850.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 886.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 922.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 958.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 994.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1030.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1066.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1102.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1138.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1174.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1210.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1246.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1282.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1318.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [824.0, 1354.0, 580.0, 36.0], shoonya_5s3ZH4OLNMDXAV, 5735566]
[paragraph, [237.0, 878.0, 579.0, 36.0], shoonya_4sDBI6KOGP7O0K, 5735566]
[paragraph, [237.0, 914.0, 579.0, 36.0], shoonya_4sDBI6KOGP7O0K, 5735566]
[paragraph, [237.0, 950.0, 579.0, 36.0], shoonya_4sDBI6KOGP7O0K, 5735566]
[paragraph, [238.0, 1011.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[paragraph, [238.0, 1047.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[paragraph, [238.0, 1083.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[paragraph, [238.0, 1119.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[paragraph, [238.0, 1155.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[paragraph, [238.0, 1191.0, 579.0, 36.0], shoonya_3s7BL8NKVQAC8O, 5735566]
[sidebar, [47.0, 1098.0, 154.0, 36.0], 72jZrvpJX_, 5735566]
[sidebar, [47.0, 1134.0, 154.0, 36.0], 72jZrvpJX_, 5735566]
[paragraph, [236.0, 1234.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1270.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1306.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1342.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1378.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1414.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1450.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1486.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1522.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1558.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [236.0, 1594.0, 580.0, 36.0], shoonya_0s5YRYEZGQR1AR, 5735566]
[paragraph, [836.0, 1411.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1447.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1483.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1519.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1555.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1591.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1627.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1663.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1699.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1735.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1771.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1807.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1843.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[paragraph, [836.0, 1879.0, 579.0, 36.0], shoonya_2sLOW5KPTMWQ2H, 5735566]
[author, [614.0, 1635.0, 200.0, 36.0], shoonya_9sTLQPE39LIZJY, 5735566]
[paragraph, [227.0, 1860.0, 596.0, 36.0], WW8GEwYE_n, 5735566]
[paragraph, [227.0, 1896.0, 596.0, 36.0], WW8GEwYE_n, 5735566]
[folio, [1183.0, 1966.0, 230.0, 36.0], shoonya_10sW16LJ2971XM, 5735566]
