[1298, 853]
[section-title, [309.0, 69.0, 227.0, 30.0], shoonya_1sU6LYPXIUJ3U7, 5710387]
[paragraph, [44.0, 112.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 130.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 148.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 166.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 184.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 202.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 220.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 238.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 256.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 274.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 292.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 310.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 328.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 346.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 364.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [44.0, 382.0, 751.0, 18.0], shoonya_4sXL1A3G2HSIMY, 5710387]
[paragraph, [45.0, 403.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 421.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 439.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 457.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 475.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 493.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 511.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 529.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 547.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 565.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 583.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 601.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [45.0, 619.0, 749.0, 18.0], shoonya_5sJFW4RWJ0TXAE, 5710387]
[paragraph, [43.0, 649.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [43.0, 667.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [43.0, 685.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [43.0, 703.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [43.0, 721.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [43.0, 739.0, 756.0, 18.0], shoonya_6sG7NMD6T37Q12, 5710387]
[paragraph, [42.0, 775.0, 757.0, 18.0], gwGTYC08Rw, 5710387]
