[2033, 1386]
[headline, [420.0, 106.0, 517.0, 67.5], shoonya_9sJO2C14SEHVIF, 5654643]
[headline, [420.0, 173.5, 517.0, 67.5], shoonya_9sJO2C14SEHVIF, 5654643]
[headline, [420.0, 241.0, 517.0, 67.5], shoonya_9sJO2C14SEHVIF, 5654643]
[paragraph, [684.0, 413.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 449.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 485.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 521.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 557.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 593.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 629.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 665.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 701.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 737.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 773.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 809.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 845.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [684.0, 881.0, 612.0, 36.0], shoonya_2sL8PBJWGPP3N9, 5654643]
[paragraph, [24.0, 429.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 465.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 501.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 537.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 573.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 609.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 645.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 681.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 717.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 753.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 789.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 825.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 861.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 897.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [24.0, 933.0, 648.0, 36.0], shoonya_1sXK8XFYJDA1L8, 5654643]
[paragraph, [691.0, 932.0, 634.0, 36.0], shoonya_0sDXIM88TSH1K1, 5654643]
