[1625, 1211]
[headline, [211.0, 191.0, 409.0, 37.5], b9TaMvAMma, 5742028]
[flag, [1018.0, 193.0, 123.0, 36.0], -aeVU4ib1w, 5742028]
[flag, [1018.0, 229.0, 123.0, 36.0], -aeVU4ib1w, 5742028]
[flag, [1018.0, 265.0, 123.0, 36.0], -aeVU4ib1w, 5742028]
[author, [311.0, 255.0, 205.0, 36.0], rk0XorfdtG, 5742028]
[paragraph, [442.0, 309.0, 335.0, 36.0], Jw62rAH5bk, 5742028]
[paragraph, [442.0, 345.0, 335.0, 36.0], Jw62rAH5bk, 5742028]
[paragraph, [442.0, 381.0, 335.0, 36.0], Jw62rAH5bk, 5742028]
[paragraph, [442.0, 417.0, 335.0, 36.0], Jw62rAH5bk, 5742028]
[paragraph, [442.0, 453.0, 335.0, 36.0], Jw62rAH5bk, 5742028]
[paragraph, [66.0, 314.0, 364.0, 36.0], KrNn9p7I3a, 5742028]
[paragraph, [66.0, 350.0, 364.0, 36.0], KrNn9p7I3a, 5742028]
[paragraph, [72.0, 397.0, 353.0, 36.0], 6BcmMnh09p, 5742028]
[paragraph, [72.0, 433.0, 353.0, 36.0], 6BcmMnh09p, 5742028]
[paragraph, [72.0, 469.0, 353.0, 36.0], 6BcmMnh09p, 5742028]
[paragraph, [72.0, 505.0, 353.0, 36.0], 6BcmMnh09p, 5742028]
[paragraph, [784.0, 399.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 435.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 471.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 507.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 543.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 579.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 615.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 651.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 687.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 723.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [784.0, 759.0, 352.0, 36.0], 8A2aNhlYvf, 5742028]
[paragraph, [433.0, 495.0, 335.0, 36.0], Xe--xhwUf0, 5742028]
[paragraph, [433.0, 531.0, 335.0, 36.0], Xe--xhwUf0, 5742028]
[paragraph, [433.0, 567.0, 335.0, 36.0], Xe--xhwUf0, 5742028]
[paragraph, [433.0, 603.0, 335.0, 36.0], Xe--xhwUf0, 5742028]
[paragraph, [71.0, 572.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 608.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 644.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 680.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 716.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 752.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 788.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 824.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [71.0, 860.0, 359.0, 36.0], vzS8sQf2ez, 5742028]
[paragraph, [436.0, 675.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 711.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 747.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 783.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 819.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 855.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [436.0, 891.0, 340.0, 36.0], nHqOKOxJIL, 5742028]
[paragraph, [793.0, 802.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 838.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 874.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 910.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 946.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 982.0, 341.0, 36.0], kd2sFosQoR, 5742028]
[paragraph, [793.0, 1018.0, 341.0, 36.0], kd2sFosQoR, 5742028]
