[2200, 1700]
[ordered-list, [353.0, 93.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 129.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 165.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 201.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 237.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 273.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 309.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 345.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 381.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 417.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 453.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 489.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 525.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 561.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 597.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 633.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[ordered-list, [353.0, 669.0, 1080.0, 36.0], shoonya_0sIXBIL28C9DE1, 5731006]
[paragraph, [353.0, 715.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 751.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 787.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 823.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 859.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 895.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 931.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 967.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1003.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1039.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1075.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1111.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1147.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1183.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1219.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1255.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1291.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1327.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [353.0, 1363.0, 1080.0, 36.0], shoonya_1sKPWKJB8BZYL5, 5731006]
[paragraph, [348.0, 1397.0, 1103.0, 36.0], -UkqcRl8cE, 5731006]
[paragraph, [348.0, 1433.0, 1103.0, 36.0], -UkqcRl8cE, 5731006]
[paragraph, [348.0, 1469.0, 1103.0, 36.0], -UkqcRl8cE, 5731006]
[paragraph, [353.0, 1514.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1550.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1586.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1622.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1658.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1694.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1730.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1766.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1802.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1838.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1874.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[paragraph, [353.0, 1910.0, 1089.0, 36.0], shoonya_2s0GZP16GC8HXJ, 5731006]
[folio, [462.0, 2036.0, 371.0, 36.0], C54MLE6-Ba, 5731006]
