[2339, 1656]
[paragraph, [185.0, 200.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 236.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 272.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 308.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 344.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 380.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 416.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 452.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 488.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 524.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 560.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 596.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 632.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 668.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 704.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 740.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 776.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 812.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 848.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 884.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 920.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [185.0, 956.0, 1279.0, 36.0], shoonya_0sWN79PF8QEST0, 5731127]
[paragraph, [188.0, 1029.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1065.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1101.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1137.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1173.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1209.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1245.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1281.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1317.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1353.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1389.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1425.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1461.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1497.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1533.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1569.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1605.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1641.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1677.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1713.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1749.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1785.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1821.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1857.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1893.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 1929.0, 1268.0, 36.0], shoonya_1s1AXRKUIXLNEB, 5731127]
[paragraph, [188.0, 2016.0, 1279.0, 36.0], rPx6RRyd7v, 5731127]
[paragraph, [188.0, 2052.0, 1279.0, 36.0], rPx6RRyd7v, 5731127]
[paragraph, [188.0, 2088.0, 1279.0, 36.0], rPx6RRyd7v, 5731127]
