[1806, 1262]
[folio, [815.0, 97.0, 281.0, 36.0], shoonya_0sRVCTVTYQ3C2Q, 5681848]
[paragraph, [94.0, 175.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 211.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 247.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 283.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 319.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 355.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 391.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 427.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 463.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 499.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 535.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 571.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 607.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 643.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 679.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 715.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 751.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [94.0, 787.0, 513.0, 36.0], shoonya_3sBNE1EPJM7TP1, 5681848]
[paragraph, [651.0, 180.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 216.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 252.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 288.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 324.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 360.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 396.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 432.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 468.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 504.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 540.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 576.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 612.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 648.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 684.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 720.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 756.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[paragraph, [651.0, 792.0, 515.0, 36.0], shoonya_4sNH3074RR5E5A, 5681848]
[reference, [108.0, 995.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1031.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1067.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1103.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1139.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1175.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1211.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1247.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1283.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1319.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1355.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1391.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1427.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1463.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1499.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1535.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1571.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1607.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1643.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
[reference, [108.0, 1679.0, 1012.0, 36.0], W4LmCOJjvs, 5681848]
