[1275, 750]
[folio, [234.0, 81.0, 290.0, 18.0], WMTUAIH4Wx, 5767687]
[folio, [234.0, 99.0, 290.0, 18.0], WMTUAIH4Wx, 5767687]
[folio, [234.0, 117.0, 290.0, 18.0], WMTUAIH4Wx, 5767687]
[paragraph, [68.0, 154.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 172.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 190.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 208.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 226.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 244.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 262.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 280.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 298.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 316.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 334.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 352.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 370.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 388.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 406.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 424.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 442.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 460.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 478.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 496.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[paragraph, [68.0, 514.0, 614.0, 18.0], _emvKae6Q3, 5767687]
[ordered-list, [56.0, 550.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 568.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 586.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 604.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 622.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 640.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 658.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 676.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 694.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 712.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 730.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 748.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 766.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 784.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 802.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 820.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 838.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 856.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 874.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 892.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 910.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 928.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 946.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 964.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 982.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1000.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1018.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1036.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1054.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1072.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1090.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1108.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1126.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1144.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1162.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
[ordered-list, [56.0, 1180.0, 633.0, 18.0], shoonya_0sNFDK7UD84ZXA, 5767687]
