[1063, 1418]
[section-title, [263.0, 85.0, 362.0, 30.0], B0s6oikTY4, 5726119]
[section-title, [263.0, 115.0, 362.0, 30.0], B0s6oikTY4, 5726119]
[section-title, [263.0, 145.0, 362.0, 30.0], B0s6oikTY4, 5726119]
[section-title, [263.0, 175.0, 362.0, 30.0], B0s6oikTY4, 5726119]
[paragraph, [261.0, 234.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 252.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 270.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 288.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 306.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 324.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 342.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 360.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 378.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 396.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 414.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 432.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 450.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 468.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 486.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [261.0, 504.0, 934.0, 18.0], shoonya_0s3HELK4HGC5VS, 5726119]
[paragraph, [258.0, 535.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
[paragraph, [258.0, 553.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
[paragraph, [258.0, 571.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
[paragraph, [258.0, 589.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
[paragraph, [258.0, 607.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
[paragraph, [258.0, 625.0, 938.0, 18.0], RLbSK1h-Xz, 5726119]
