[2339, 1653]
[paragraph, [98.0, 155.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 191.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 227.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 263.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 299.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 335.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [98.0, 371.0, 1434.0, 36.0], shoonya_2sDEWG5LE9HTZE, 5750794]
[paragraph, [101.0, 465.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 501.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 537.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 573.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 609.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 645.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 681.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 717.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 753.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 789.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 825.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 861.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 897.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 933.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 969.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1005.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1041.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1077.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1113.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1149.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1185.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1221.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [101.0, 1257.0, 1429.0, 36.0], fnWfdQgNRT, 5750794]
[paragraph, [120.0, 1326.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1362.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1398.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1434.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1470.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1506.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1542.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [120.0, 1578.0, 1416.0, 36.0], W3MLNIBEu0, 5750794]
[paragraph, [111.0, 1671.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1707.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1743.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1779.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1815.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1851.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1887.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1923.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1959.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 1995.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 2031.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
[paragraph, [111.0, 2067.0, 1421.0, 36.0], shoonya_1sW3RFQ4JD5B8F, 5750794]
