[1818, 1374]
[folio, [618.0, 131.0, 126.0, 36.0], shoonya_0sD74ZICT0AGW6, 5682191]
[paragraph, [697.0, 200.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [697.0, 236.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [697.0, 272.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [697.0, 308.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [697.0, 344.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [697.0, 380.0, 568.0, 36.0], ijINmHxhfp, 5682191]
[paragraph, [102.0, 201.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 237.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 273.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 309.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 345.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 381.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 417.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 453.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 489.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 525.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 561.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 597.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 633.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 669.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 705.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 741.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [102.0, 777.0, 574.0, 36.0], shoonya_3s2EGA54YMVYYY, 5682191]
[paragraph, [695.0, 456.0, 573.0, 36.0], W7Xy8R1kIx, 5682191]
[paragraph, [695.0, 492.0, 573.0, 36.0], W7Xy8R1kIx, 5682191]
[paragraph, [695.0, 528.0, 573.0, 36.0], W7Xy8R1kIx, 5682191]
[paragraph, [695.0, 564.0, 573.0, 36.0], W7Xy8R1kIx, 5682191]
[paragraph, [693.0, 623.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 659.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 695.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 731.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 767.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 803.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 839.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 875.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [693.0, 911.0, 575.0, 36.0], nu_kRO8w-8, 5682191]
[paragraph, [106.0, 837.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 873.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 909.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 945.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 981.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1017.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1053.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1089.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1125.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1161.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1197.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1233.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1269.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1305.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1341.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1377.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1413.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1449.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1485.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1521.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1557.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1593.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1629.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [106.0, 1665.0, 569.0, 36.0], shoonya_4sBGB9XLYV4C86, 5682191]
[paragraph, [690.0, 1084.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1120.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1156.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1192.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1228.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1264.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1300.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1336.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [690.0, 1372.0, 583.0, 36.0], M2JkAN74YI, 5682191]
[paragraph, [692.0, 1421.0, 577.0, 36.0], 4iGnqs4EjF, 5682191]
[paragraph, [692.0, 1457.0, 577.0, 36.0], 4iGnqs4EjF, 5682191]
[paragraph, [693.0, 1546.0, 578.0, 36.0], mA7d5Ol_Vh, 5682191]
[paragraph, [693.0, 1582.0, 578.0, 36.0], mA7d5Ol_Vh, 5682191]
[paragraph, [693.0, 1618.0, 578.0, 36.0], mA7d5Ol_Vh, 5682191]
[paragraph, [693.0, 1654.0, 578.0, 36.0], mA7d5Ol_Vh, 5682191]
