[1754, 1241]
[chapter-title, [331.0, 167.0, 570.0, 58.5], gEgZmjjfNp, 5709329]
[ordered-list, [105.0, 260.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 296.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 332.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 368.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 404.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 440.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [105.0, 476.0, 1033.0, 36.0], 4noHtfbyTe, 5709329]
[ordered-list, [94.0, 535.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 571.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 607.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 643.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 679.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 715.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 751.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 787.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 823.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 859.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 895.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 931.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 967.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
[ordered-list, [94.0, 1003.0, 1062.0, 36.0], sI6YumjHXC, 5709329]
