[1492, 1000]
[folio, [306.0, 151.0, 406.0, 18.0], shoonya_2sT8808VYCQH18, 5720412]
[paragraph, [144.0, 204.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 222.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 240.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 258.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 276.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 294.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 312.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 330.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [144.0, 348.0, 732.0, 18.0], shoonya_0sPPJ2IMI61V1M, 5720412]
[paragraph, [147.0, 364.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 382.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 400.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 418.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 436.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 454.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 472.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 490.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 508.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 526.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 544.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 562.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 580.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 598.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 616.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 634.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 652.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 670.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 688.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 706.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 724.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [147.0, 742.0, 729.0, 18.0], vH4cwXC6Lx, 5720412]
[paragraph, [141.0, 761.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 779.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 797.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 815.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 833.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 851.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 869.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 887.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 905.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 923.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 941.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 959.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 977.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 995.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1013.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1031.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1049.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1067.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1085.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1103.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1121.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1139.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1157.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [141.0, 1175.0, 736.0, 18.0], 81eDqsY5Rk, 5720412]
[paragraph, [146.0, 1192.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1210.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1228.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1246.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1264.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1282.0, 729.0, 18.0], MttBwA9xAO, 5720412]
[paragraph, [146.0, 1300.0, 729.0, 18.0], MttBwA9xAO, 5720412]
