[2075, 1545]
[folio, [79.0, 38.0, 364.0, 36.0], mKJMkeNprn, 5712553]
[paragraph, [802.0, 95.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[paragraph, [802.0, 131.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[paragraph, [802.0, 167.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[paragraph, [802.0, 203.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[paragraph, [802.0, 239.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[paragraph, [802.0, 275.0, 711.0, 36.0], iOvA1eq3Tz, 5712553]
[section-title, [68.0, 113.0, 323.0, 52.5], D1Aa2gRdFg, 5712553]
[contact-info, [74.0, 167.0, 707.0, 36.0], SBCzKih5Wu, 5712553]
[contact-info, [74.0, 203.0, 707.0, 36.0], SBCzKih5Wu, 5712553]
[contact-info, [74.0, 239.0, 707.0, 36.0], SBCzKih5Wu, 5712553]
[paragraph, [800.0, 339.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 375.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 411.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 447.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 483.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 519.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 555.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 591.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [800.0, 627.0, 715.0, 36.0], z1LFh_tcOo, 5712553]
[paragraph, [343.0, 344.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 380.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 416.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 452.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 488.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 524.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 560.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 596.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 632.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 668.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 704.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [343.0, 740.0, 454.0, 36.0], pITOnDiC8S, 5712553]
[paragraph, [798.0, 677.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 713.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 749.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 785.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 821.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 857.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 893.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 929.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 965.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 1001.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 1037.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [798.0, 1073.0, 738.0, 36.0], shoonya_6s7RCEASK4KI56, 5712553]
[paragraph, [59.0, 798.0, 731.0, 36.0], byer74SX6_, 5712553]
[paragraph, [59.0, 834.0, 731.0, 36.0], byer74SX6_, 5712553]
[paragraph, [68.0, 897.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 933.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 969.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 1005.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 1041.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 1077.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 1113.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [68.0, 1149.0, 716.0, 36.0], shoonya_2s3L8UB1SGT6US, 5712553]
[paragraph, [804.0, 1112.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [804.0, 1148.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [804.0, 1184.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [804.0, 1220.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [804.0, 1256.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [804.0, 1292.0, 709.0, 36.0], shoonya_5sXAT93S5RK9Z9, 5712553]
[paragraph, [71.0, 1200.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1236.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1272.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1308.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1344.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1380.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1416.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1452.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1488.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1524.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1560.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [71.0, 1596.0, 713.0, 36.0], shoonya_1sZ2O45YRH99J0, 5712553]
[paragraph, [809.0, 1329.0, 711.0, 36.0], shoonya_0s965ID7XLYFDS, 5712553]
[paragraph, [809.0, 1365.0, 711.0, 36.0], shoonya_0s965ID7XLYFDS, 5712553]
[author, [1131.0, 1439.0, 368.0, 36.0], uaSZzSV9-y, 5712553]
[contact-info, [804.0, 1492.0, 716.0, 36.0], yfk3im6CbL, 5712553]
[contact-info, [804.0, 1528.0, 716.0, 36.0], yfk3im6CbL, 5712553]
[contact-info, [804.0, 1564.0, 716.0, 36.0], yfk3im6CbL, 5712553]
