[720, 504]
[folio, [369.0, 70.0, 88.0, 18.0], bVmDZ_jOzi, 5651940]
[paragraph, [37.0, 98.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 116.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 134.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 152.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 170.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 188.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 206.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 224.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 242.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [37.0, 260.0, 208.0, 18.0], shoonya_1sUU37XCOCV3A4, 5651940]
[paragraph, [250.0, 100.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 118.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 136.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 154.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 172.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 190.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 208.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 226.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 244.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 262.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 280.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 298.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 316.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 334.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 352.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 370.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 388.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 406.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 424.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 442.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [250.0, 460.0, 217.0, 18.0], shoonya_0sIV83CBSMU43U, 5651940]
[paragraph, [30.0, 287.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [30.0, 305.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [30.0, 323.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [30.0, 341.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [30.0, 359.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [30.0, 377.0, 219.0, 18.0], shoonya_9sX5I0U6H56XAE, 5651940]
[paragraph, [27.0, 440.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 458.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 476.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 494.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 512.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 530.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 548.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 566.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 584.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [27.0, 602.0, 223.0, 18.0], shoonya_4sQJTSWN2IXY5L, 5651940]
[paragraph, [248.0, 492.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 510.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 528.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 546.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 564.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 582.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[paragraph, [248.0, 600.0, 211.0, 18.0], shoonya_5s8Q15IMKZOUZ1, 5651940]
[footnote, [207.0, 678.0, 93.0, 18.0], rm8SOCmu_G, 5651940]
