[1565, 1152]
[ordered-list, [566.0, 80.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 116.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 152.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 188.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 224.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 260.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 296.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 332.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 368.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 404.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 440.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 476.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 512.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 548.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 584.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 620.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 656.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 692.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 728.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 764.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 800.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 836.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 872.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 908.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 944.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 980.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1016.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1052.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1088.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1124.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1160.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1196.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1232.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1268.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1304.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1340.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1376.0, 506.0, 36.0], X1416F6KvM, 5722091]
[ordered-list, [566.0, 1412.0, 506.0, 36.0], X1416F6KvM, 5722091]
[paragraph, [580.0, 101.0, 478.0, 36.0], shoonya_6sVFKCR96H02K1, 5722091]
[paragraph, [580.0, 137.0, 478.0, 36.0], shoonya_6sVFKCR96H02K1, 5722091]
[paragraph, [86.0, 102.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 138.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 174.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 210.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 246.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 282.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [86.0, 318.0, 475.0, 36.0], shoonya_0s4GDDGPH0AODJ, 5722091]
[paragraph, [578.0, 191.0, 478.0, 36.0], shoonya_9sLOGVVO726LKY, 5722091]
[paragraph, [578.0, 227.0, 478.0, 36.0], shoonya_9sLOGVVO726LKY, 5722091]
[paragraph, [578.0, 263.0, 478.0, 36.0], shoonya_9sLOGVVO726LKY, 5722091]
[paragraph, [581.0, 325.0, 475.0, 36.0], shoonya_10sV9FUKA2X0MJ, 5722091]
[ordered-list, [80.0, 369.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 405.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 441.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 477.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 513.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 549.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 585.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 621.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 657.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 693.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 729.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 765.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 801.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 837.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 873.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 909.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 945.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 981.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1017.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1053.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1089.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1125.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1161.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1197.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1233.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1269.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1305.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1341.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1377.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[ordered-list, [80.0, 1413.0, 487.0, 36.0], uYlO_wIzWB, 5722091]
[paragraph, [579.0, 391.0, 478.0, 36.0], shoonya_13sV2FKZZSYXH2, 5722091]
[paragraph, [579.0, 427.0, 478.0, 36.0], shoonya_13sV2FKZZSYXH2, 5722091]
[paragraph, [579.0, 463.0, 478.0, 36.0], shoonya_13sV2FKZZSYXH2, 5722091]
[paragraph, [579.0, 499.0, 478.0, 36.0], shoonya_13sV2FKZZSYXH2, 5722091]
[paragraph, [85.0, 414.0, 480.0, 36.0], shoonya_8sJMQFU9MA0UTK, 5722091]
[paragraph, [85.0, 450.0, 480.0, 36.0], shoonya_8sJMQFU9MA0UTK, 5722091]
[paragraph, [85.0, 486.0, 480.0, 36.0], shoonya_8sJMQFU9MA0UTK, 5722091]
[paragraph, [89.0, 547.0, 473.0, 36.0], shoonya_3sKKCJ2UYTHBQ3, 5722091]
[paragraph, [89.0, 583.0, 473.0, 36.0], shoonya_3sKKCJ2UYTHBQ3, 5722091]
[paragraph, [89.0, 619.0, 473.0, 36.0], shoonya_3sKKCJ2UYTHBQ3, 5722091]
[paragraph, [89.0, 655.0, 473.0, 36.0], shoonya_3sKKCJ2UYTHBQ3, 5722091]
[paragraph, [89.0, 691.0, 473.0, 36.0], shoonya_3sKKCJ2UYTHBQ3, 5722091]
[paragraph, [578.0, 587.0, 479.0, 36.0], shoonya_7sM0GOKYXAIDBY, 5722091]
