[1298, 853]
[section-title, [319.0, 68.0, 196.0, 30.0], shoonya_2sLBTNVDLG0QS5, 5710341]
[paragraph, [58.0, 117.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 135.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 153.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 171.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 189.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 207.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 225.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 243.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 261.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 279.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 297.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 315.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 333.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 351.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 369.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 387.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 405.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 423.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 441.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 459.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 477.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 495.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 513.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 531.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 549.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 567.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 585.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 603.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[paragraph, [58.0, 621.0, 738.0, 18.0], shoonya_0sKSU0RLDQWAY2, 5710341]
[section-title, [219.0, 713.0, 408.0, 30.0], 7A-ci4Kuta, 5710341]
[paragraph, [71.0, 771.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 789.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 807.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 825.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 843.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 861.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 879.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 897.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 915.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 933.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 951.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 969.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 987.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1005.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1023.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1041.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1059.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1077.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1095.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1113.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1131.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1149.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [71.0, 1167.0, 732.0, 18.0], shoonya_1sOZWOBOYTU42D, 5710341]
[paragraph, [75.0, 1187.0, 726.0, 18.0], EdBncTsZwo, 5710341]
[paragraph, [75.0, 1205.0, 726.0, 18.0], EdBncTsZwo, 5710341]
