[2200, 1700]
[paragraph, [317.0, 74.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 110.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 146.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 182.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 218.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 254.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 290.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 326.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 362.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 398.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 434.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 470.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 506.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 542.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 578.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 614.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 650.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 686.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 722.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 758.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 794.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 830.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 866.0, 1102.0, 36.0], shoonya_0sNBXR5AWSNBUB, 5731141]
[paragraph, [317.0, 924.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 960.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 996.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1032.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1068.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1104.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1140.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1176.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1212.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1248.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1284.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1320.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1356.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1392.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1428.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1464.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1500.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1536.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1572.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1608.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1644.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1680.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1716.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1752.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1788.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1824.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1860.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[paragraph, [317.0, 1896.0, 1112.0, 36.0], shoonya_1sT5P08HAVCNAY, 5731141]
[folio, [322.0, 2023.0, 360.0, 36.0], 6Xj5Ss0-8M, 5731141]
