[1755, 1241]
[headline, [231.0, 235.0, 817.0, 37.5], kOjZ44T0Fl, 5705014]
[sub-headline, [390.0, 288.0, 451.0, 36.0], 31-fAYolZX, 5705014]
[paragraph, [632.0, 412.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 448.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 484.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 520.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 556.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 592.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 628.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [632.0, 664.0, 431.0, 36.0], shoonya_3s08URCTC766I3, 5705014]
[paragraph, [173.0, 413.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 449.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 485.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 521.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 557.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 593.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 629.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [173.0, 665.0, 436.0, 36.0], shoonya_1s9U7477FEFK6R, 5705014]
[paragraph, [175.0, 711.0, 432.0, 36.0], shoonya_6s300PO75KF8B0, 5705014]
[paragraph, [175.0, 747.0, 432.0, 36.0], shoonya_6s300PO75KF8B0, 5705014]
[paragraph, [175.0, 783.0, 432.0, 36.0], shoonya_6s300PO75KF8B0, 5705014]
[paragraph, [175.0, 819.0, 432.0, 36.0], shoonya_6s300PO75KF8B0, 5705014]
[paragraph, [633.0, 711.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [633.0, 747.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [633.0, 783.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [633.0, 819.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [633.0, 855.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [633.0, 891.0, 430.0, 36.0], shoonya_5sTHEYN2WCO6KJ, 5705014]
[paragraph, [176.0, 891.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 927.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 963.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 999.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 1035.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 1071.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 1107.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 1143.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [176.0, 1179.0, 432.0, 36.0], shoonya_0sZ900F6ATTDXC, 5705014]
[paragraph, [630.0, 951.0, 433.0, 36.0], shoonya_7sDZHO2C104TKM, 5705014]
[paragraph, [629.0, 1100.0, 428.0, 36.0], NFYwaTb_Vp, 5705014]
[paragraph, [633.0, 1158.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1194.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1230.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1266.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1302.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1338.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1374.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [633.0, 1410.0, 438.0, 36.0], shoonya_4sDKGNQSW0DEZA, 5705014]
[paragraph, [176.0, 1249.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[paragraph, [176.0, 1285.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[paragraph, [176.0, 1321.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[paragraph, [176.0, 1357.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[paragraph, [176.0, 1393.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[paragraph, [176.0, 1429.0, 430.0, 36.0], shoonya_2sWVRFL6EDXSZL, 5705014]
[website-link, [145.0, 1550.0, 296.0, 18.0], shoonya_9sUNTGBE8WFC7L, 5705014]
[website-link, [145.0, 1568.0, 296.0, 18.0], shoonya_9sUNTGBE8WFC7L, 5705014]
