[3509, 2482]
[folio, [874.0, 225.0, 450.0, 52.5], 9AIYc7cjLG, 5691949]
[paragraph, [204.0, 338.0, 1787.0, 52.5], hBAo0DfLrW, 5691949]
[paragraph, [204.0, 390.5, 1787.0, 52.5], hBAo0DfLrW, 5691949]
[paragraph, [201.0, 502.0, 1783.0, 52.5], 7NqGvY3sL3, 5691949]
[paragraph, [201.0, 554.5, 1783.0, 52.5], 7NqGvY3sL3, 5691949]
[paragraph, [231.0, 668.0, 577.0, 52.5], shoonya_0sPJ1FI2XYL4U2, 5691949]
[paragraph, [291.0, 747.0, 825.0, 52.5], hxowDYRjuQ, 5691949]
[paragraph, [214.0, 812.0, 1774.0, 52.5], UhuooPBGCl, 5691949]
[paragraph, [214.0, 864.5, 1774.0, 52.5], UhuooPBGCl, 5691949]
[paragraph, [214.0, 917.0, 1774.0, 52.5], UhuooPBGCl, 5691949]
[paragraph, [222.0, 1043.0, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1095.5, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1148.0, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1200.5, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1253.0, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1305.5, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1358.0, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [222.0, 1410.5, 1763.0, 52.5], shoonya_1sQVIU44XXLORT, 5691949]
[paragraph, [210.0, 1514.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1566.5, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1619.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1671.5, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1724.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1776.5, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1829.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1881.5, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1934.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 1986.5, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [210.0, 2039.0, 1787.0, 52.5], s_6fe_W3FS, 5691949]
[paragraph, [226.0, 2143.0, 1746.0, 52.5], 3vLYS4rErX, 5691949]
[paragraph, [226.0, 2195.5, 1746.0, 52.5], 3vLYS4rErX, 5691949]
[paragraph, [297.0, 2302.0, 561.0, 52.5], 8g7n944R6_, 5691949]
[paragraph, [210.0, 2376.0, 1774.0, 52.5], Y5rI4P6eoU, 5691949]
[paragraph, [210.0, 2428.5, 1774.0, 52.5], Y5rI4P6eoU, 5691949]
[paragraph, [297.0, 2531.0, 1011.0, 52.5], 7OL_BO2_3m, 5691949]
[paragraph, [291.0, 2615.0, 887.0, 52.5], 9UCd55iLGi, 5691949]
[paragraph, [304.0, 2696.0, 415.0, 52.5], ZKncl8CgXT, 5691949]
[paragraph, [220.0, 2775.0, 1775.0, 52.5], shoonya_2s35E1G1D4E1CR, 5691949]
[paragraph, [223.0, 2866.0, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 2918.5, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 2971.0, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 3023.5, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 3076.0, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 3128.5, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [223.0, 3181.0, 1771.0, 52.5], gbFM9OyJ0o, 5691949]
[paragraph, [304.0, 3242.0, 682.0, 52.5], fJSvzXfRfm, 5691949]
