[709, 412]
[paragraph, [27.0, 57.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 75.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 93.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 111.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 129.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 147.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 165.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 183.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 201.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 219.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 237.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 255.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 273.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 291.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 309.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 327.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 345.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 363.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 381.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 399.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 417.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 435.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 453.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 471.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 489.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 507.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 525.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 543.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 561.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 579.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 597.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 615.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 633.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [27.0, 651.0, 172.0, 18.0], btFNYAW314, 5740396]
[paragraph, [206.0, 60.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 78.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 96.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 114.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 132.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 150.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 168.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 186.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 204.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 222.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 240.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 258.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 276.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 294.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 312.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 330.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 348.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 366.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 384.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 402.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 420.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 438.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 456.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 474.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 492.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 510.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 528.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 546.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 564.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 582.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 600.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 618.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 636.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
[paragraph, [206.0, 654.0, 188.0, 18.0], shoonya_0sXBRU76JMFH6B, 5740396]
