[1571, 1128]
[folio, [124.0, 81.0, 544.0, 36.0], shoonya_10s42YTSP8BMKD, 6472779]
[headline, [277.0, 208.0, 681.0, 37.5], shoonya_6sB2K27HHWH2TC, 6472779]
[headline, [277.0, 245.5, 681.0, 37.5], shoonya_6sB2K27HHWH2TC, 6472779]
[headline, [277.0, 283.0, 681.0, 37.5], shoonya_6sB2K27HHWH2TC, 6472779]
[headline, [277.0, 320.5, 681.0, 37.5], shoonya_6sB2K27HHWH2TC, 6472779]
[headline, [277.0, 358.0, 681.0, 37.5], shoonya_6sB2K27HHWH2TC, 6472779]
[sidebar, [265.0, 444.0, 748.0, 36.0], -NXjt4dY2n, 6472779]
[sidebar, [265.0, 480.0, 748.0, 36.0], -NXjt4dY2n, 6472779]
[sidebar, [265.0, 516.0, 748.0, 36.0], -NXjt4dY2n, 6472779]
[sidebar, [265.0, 552.0, 748.0, 36.0], -NXjt4dY2n, 6472779]
[quote, [125.0, 637.0, 430.0, 36.0], shoonya_3sT6Z3N91Z5HNQ, 6472779]
[paragraph, [589.0, 648.0, 441.0, 36.0], shoonya_5sJDPU5MF46RI8, 6472779]
[paragraph, [589.0, 684.0, 441.0, 36.0], shoonya_5sJDPU5MF46RI8, 6472779]
[paragraph, [129.0, 695.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 731.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 767.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 803.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 839.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 875.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 911.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 947.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [129.0, 983.0, 439.0, 36.0], shoonya_1s6BBHDF9ZIRHS, 6472779]
[paragraph, [587.0, 752.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 788.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 824.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 860.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 896.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 932.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 968.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [587.0, 1004.0, 440.0, 36.0], shoonya_2s4EC5TH90RCMZ, 6472779]
[paragraph, [716.0, 1052.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [716.0, 1088.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [716.0, 1124.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [716.0, 1160.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [716.0, 1196.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [716.0, 1232.0, 311.0, 36.0], shoonya_4s6DBQIOGMFCSG, 6472779]
[paragraph, [717.0, 1300.0, 313.0, 36.0], s447dykKcC, 6472779]
[paragraph, [717.0, 1336.0, 313.0, 36.0], s447dykKcC, 6472779]
[paragraph, [717.0, 1372.0, 313.0, 36.0], s447dykKcC, 6472779]
[paragraph, [717.0, 1408.0, 313.0, 36.0], s447dykKcC, 6472779]
