[2230, 1630]
[section-title, [724.0, 412.0, 175.0, 52.5], 8mRDrZSIWf, 5758562]
[sub-section-title, [369.0, 544.0, 887.0, 55.5], shoonya_2sQSACQN3HR36U, 5758562]
[paragraph, [154.0, 693.0, 1318.0, 36.0], shoonya_5sBU0W2USS5XI5, 5758562]
[paragraph, [154.0, 729.0, 1318.0, 36.0], shoonya_5sBU0W2USS5XI5, 5758562]
[paragraph, [154.0, 765.0, 1318.0, 36.0], shoonya_5sBU0W2USS5XI5, 5758562]
[paragraph, [154.0, 801.0, 1318.0, 36.0], shoonya_5sBU0W2USS5XI5, 5758562]
[paragraph, [154.0, 837.0, 1318.0, 36.0], shoonya_5sBU0W2USS5XI5, 5758562]
[paragraph, [153.0, 903.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 939.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 975.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 1011.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 1047.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 1083.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [153.0, 1119.0, 1322.0, 36.0], shoonya_4sP4YEV6YQYQWW, 5758562]
[paragraph, [139.0, 1176.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1212.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1248.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1284.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1320.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1356.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [139.0, 1392.0, 1336.0, 36.0], shoonya_3s4X5TI0O8H1AR, 5758562]
[paragraph, [150.0, 1454.0, 1323.0, 36.0], shoonya_1s7WQCBXCU1Y5R, 5758562]
[paragraph, [150.0, 1490.0, 1323.0, 36.0], shoonya_1s7WQCBXCU1Y5R, 5758562]
[paragraph, [150.0, 1526.0, 1323.0, 36.0], shoonya_1s7WQCBXCU1Y5R, 5758562]
[paragraph, [150.0, 1562.0, 1323.0, 36.0], shoonya_1s7WQCBXCU1Y5R, 5758562]
[paragraph, [150.0, 1598.0, 1323.0, 36.0], shoonya_1s7WQCBXCU1Y5R, 5758562]
[figure-caption, [1003.0, 1785.0, 469.0, 36.0], t2h1yn6qSm, 5758562]
[figure-caption, [1003.0, 1821.0, 469.0, 36.0], t2h1yn6qSm, 5758562]
[figure-caption, [1003.0, 1857.0, 469.0, 36.0], t2h1yn6qSm, 5758562]
[figure-caption, [1003.0, 1893.0, 469.0, 36.0], t2h1yn6qSm, 5758562]
[figure-caption, [1003.0, 1929.0, 469.0, 36.0], t2h1yn6qSm, 5758562]
