[1350, 900]
[folio, [533.0, 176.0, 191.0, 18.0], WW3nZwUEgs, 5760665]
[paragraph, [184.0, 226.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 244.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 262.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 280.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 298.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 316.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 334.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 352.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 370.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 388.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 406.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 424.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 442.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[paragraph, [184.0, 460.0, 564.0, 18.0], shoonya_0sCFBASXX9UA5M, 5760665]
[section-title, [193.0, 499.0, 243.0, 30.0], i6EbFWjdRf, 5760665]
[paragraph, [187.0, 549.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 567.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 585.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 603.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 621.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 639.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 657.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 675.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 693.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 711.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 729.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 747.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 765.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 783.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 801.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 819.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 837.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 855.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 873.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 891.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 909.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 927.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 945.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 963.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 981.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 999.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 1017.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 1035.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [187.0, 1053.0, 557.0, 18.0], Gq6Kx4Qpm9, 5760665]
[paragraph, [186.0, 1082.0, 559.0, 18.0], d4d3BnYjP_, 5760665]
[paragraph, [186.0, 1100.0, 559.0, 18.0], d4d3BnYjP_, 5760665]
[paragraph, [186.0, 1118.0, 559.0, 18.0], d4d3BnYjP_, 5760665]
