[1300, 900]
[folio, [301.0, 35.0, 295.0, 18.0], shoonya_0sLPI9DRKZM0ZQ, 5730813]
[paragraph, [94.0, 98.0, 699.0, 18.0], shoonya_4s0GK5SI1D1F6S, 5730813]
[paragraph, [94.0, 116.0, 699.0, 18.0], shoonya_4s0GK5SI1D1F6S, 5730813]
[paragraph, [94.0, 134.0, 699.0, 18.0], shoonya_4s0GK5SI1D1F6S, 5730813]
[paragraph, [94.0, 152.0, 699.0, 18.0], shoonya_4s0GK5SI1D1F6S, 5730813]
[paragraph, [97.0, 181.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 199.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 217.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 235.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 253.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 271.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 289.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 307.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [97.0, 325.0, 700.0, 18.0], shoonya_7s7LT61VU8UORV, 5730813]
[paragraph, [102.0, 351.0, 694.0, 18.0], shoonya_3sPT48VUL4XDHL, 5730813]
[paragraph, [102.0, 369.0, 694.0, 18.0], shoonya_3sPT48VUL4XDHL, 5730813]
[paragraph, [102.0, 387.0, 694.0, 18.0], shoonya_3sPT48VUL4XDHL, 5730813]
[paragraph, [102.0, 405.0, 694.0, 18.0], shoonya_3sPT48VUL4XDHL, 5730813]
[paragraph, [242.0, 434.0, 453.0, 18.0], oHdtw8WcxI, 5730813]
[paragraph, [242.0, 452.0, 453.0, 18.0], oHdtw8WcxI, 5730813]
[paragraph, [242.0, 470.0, 453.0, 18.0], oHdtw8WcxI, 5730813]
[paragraph, [242.0, 488.0, 453.0, 18.0], oHdtw8WcxI, 5730813]
[paragraph, [629.0, 521.0, 165.0, 18.0], ICPimGCby0, 5730813]
[paragraph, [103.0, 559.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 577.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 595.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 613.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 631.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 649.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [103.0, 667.0, 694.0, 18.0], 8fGZpUNrP8, 5730813]
[paragraph, [191.0, 686.0, 440.0, 18.0], eJiX4_gpzu, 5730813]
[paragraph, [191.0, 704.0, 440.0, 18.0], eJiX4_gpzu, 5730813]
[paragraph, [243.0, 731.0, 461.0, 18.0], 8bdO5cUIwH, 5730813]
[paragraph, [243.0, 749.0, 461.0, 18.0], 8bdO5cUIwH, 5730813]
[paragraph, [243.0, 767.0, 461.0, 18.0], 8bdO5cUIwH, 5730813]
[paragraph, [243.0, 785.0, 461.0, 18.0], 8bdO5cUIwH, 5730813]
[paragraph, [643.0, 818.0, 155.0, 18.0], shoonya_6sKD3J0Z53UPO2, 5730813]
[paragraph, [643.0, 836.0, 155.0, 18.0], shoonya_6sKD3J0Z53UPO2, 5730813]
[paragraph, [104.0, 855.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 873.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 891.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 909.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 927.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 945.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [104.0, 963.0, 696.0, 18.0], shoonya_5sMFLPBLO51CDU, 5730813]
[paragraph, [107.0, 976.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 994.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 1012.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 1030.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 1048.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 1066.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [107.0, 1084.0, 695.0, 18.0], shoonya_1sHWL3530J39T5, 5730813]
[paragraph, [110.0, 1104.0, 697.0, 18.0], utHpJbkcee, 5730813]
[paragraph, [110.0, 1122.0, 697.0, 18.0], utHpJbkcee, 5730813]
[paragraph, [110.0, 1140.0, 697.0, 18.0], utHpJbkcee, 5730813]
[paragraph, [110.0, 1158.0, 697.0, 18.0], utHpJbkcee, 5730813]
[paragraph, [110.0, 1176.0, 697.0, 18.0], utHpJbkcee, 5730813]
[paragraph, [110.0, 1194.0, 697.0, 18.0], utHpJbkcee, 5730813]
