[2339, 1653]
[folio, [210.0, 357.0, 140.0, 36.0], jz5alppznD, 5735877]
[folio, [1285.0, 363.0, 163.0, 36.0], OdHfcYSjn0, 5735877]
[paragraph, [201.0, 418.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [201.0, 454.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [201.0, 490.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [201.0, 526.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [201.0, 562.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [201.0, 598.0, 617.0, 36.0], shoonya_4sEBD3IR1Y36MF, 5735877]
[paragraph, [1109.0, 420.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 456.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 492.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 528.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 564.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 600.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 636.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 672.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 708.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[paragraph, [1109.0, 744.0, 338.0, 36.0], shoonya_5sN8FEJ90N9VBE, 5735877]
[sidebar, [1493.0, 483.0, 134.0, 36.0], shoonya_8sG2SKJQHDHBKH, 5735877]
[paragraph, [200.0, 652.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 688.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 724.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 760.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 796.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 832.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 868.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 904.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 940.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 976.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1012.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1048.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1084.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1120.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1156.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1192.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1228.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1264.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1300.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1336.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1372.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [200.0, 1408.0, 615.0, 36.0], shoonya_1sA89MJMYEP82V, 5735877]
[paragraph, [836.0, 798.0, 283.0, 36.0], shoonya_6sCVI43V9V46LZ, 5735877]
[paragraph, [836.0, 844.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 880.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 916.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 952.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 988.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1024.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1060.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1096.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1132.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1168.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1204.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1240.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1276.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1312.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1348.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1384.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1420.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1456.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1492.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[paragraph, [836.0, 1528.0, 611.0, 36.0], shoonya_0sB0P472NUZ4ZQ, 5735877]
[author, [634.0, 1457.0, 182.0, 36.0], shoonya_11sN8UGII89DIF, 5735877]
[paragraph, [202.0, 1542.0, 399.0, 36.0], shoonya_10sI1TVIUBKDFJ, 5735877]
[paragraph, [202.0, 1578.0, 399.0, 36.0], shoonya_10sI1TVIUBKDFJ, 5735877]
[paragraph, [836.0, 1596.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1632.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1668.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1704.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1740.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1776.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1812.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1848.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1884.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1920.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1956.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 1992.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[paragraph, [836.0, 2028.0, 614.0, 36.0], shoonya_2sQAFSIX7LGDSO, 5735877]
[section-title, [193.0, 1682.0, 187.0, 52.5], h3wXcJiQvg, 5735877]
[paragraph, [203.0, 1738.0, 394.0, 36.0], shoonya_9sFRY52B3WVLEV, 5735877]
[paragraph, [203.0, 1774.0, 394.0, 36.0], shoonya_9sFRY52B3WVLEV, 5735877]
[paragraph, [202.0, 1878.0, 619.0, 36.0], wQWa0apvFq, 5735877]
[paragraph, [202.0, 1914.0, 619.0, 36.0], wQWa0apvFq, 5735877]
[paragraph, [202.0, 1950.0, 619.0, 36.0], wQWa0apvFq, 5735877]
[paragraph, [202.0, 1986.0, 619.0, 36.0], wQWa0apvFq, 5735877]
[folio, [208.0, 2080.0, 235.0, 36.0], ct_oBwemR0, 5735877]
