[1806, 1262]
[folio, [162.0, 102.0, 504.0, 36.0], shoonya_4sJPCFOD3D5CE3, 5681523]
[paragraph, [87.0, 176.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 212.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 248.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 284.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 320.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 356.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 392.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 428.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 464.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 500.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 536.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 572.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 608.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 644.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 680.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 716.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 752.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 788.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 824.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 860.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 896.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 932.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 968.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [87.0, 1004.0, 524.0, 36.0], 3S_dFdwVJw, 5681523]
[paragraph, [643.0, 176.0, 518.0, 36.0], shoonya_3sWFIDRKT4CKDM, 5681523]
[paragraph, [643.0, 212.0, 518.0, 36.0], shoonya_3sWFIDRKT4CKDM, 5681523]
[paragraph, [641.0, 287.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 323.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 359.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 395.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 431.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 467.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 503.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 539.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 575.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 611.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [641.0, 647.0, 529.0, 36.0], shoonya_1sJISG8879MP7R, 5681523]
[paragraph, [643.0, 690.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 726.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 762.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 798.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 834.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 870.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 906.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 942.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 978.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1014.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1050.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1086.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1122.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1158.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1194.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1230.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1266.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1302.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1338.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1374.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1410.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1446.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1482.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1518.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1554.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1590.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1626.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [643.0, 1662.0, 523.0, 36.0], shoonya_0sCNWE8I9HHSIP, 5681523]
[paragraph, [84.0, 1055.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1091.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1127.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1163.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1199.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1235.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1271.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1307.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1343.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1379.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1415.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1451.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1487.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1523.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1559.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1595.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1631.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
[paragraph, [84.0, 1667.0, 527.0, 36.0], shoonya_2sO3DYFROG07UP, 5681523]
