[1164, 755]
[paragraph, [59.0, 82.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 100.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 118.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 136.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 154.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 172.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 190.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 208.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 226.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [59.0, 244.0, 644.0, 18.0], WdDw8H29dW, 5691940]
[paragraph, [50.0, 259.0, 646.0, 18.0], shoonya_2sV44BVW2GWG4H, 5691940]
[paragraph, [50.0, 277.0, 646.0, 18.0], shoonya_2sV44BVW2GWG4H, 5691940]
[paragraph, [50.0, 295.0, 646.0, 18.0], shoonya_2sV44BVW2GWG4H, 5691940]
[paragraph, [50.0, 313.0, 646.0, 18.0], shoonya_2sV44BVW2GWG4H, 5691940]
[paragraph, [79.0, 333.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 351.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 369.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 387.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 405.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 423.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [79.0, 441.0, 602.0, 18.0], pYSvnXd3se, 5691940]
[paragraph, [71.0, 474.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 492.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 510.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 528.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 546.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 564.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 582.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 600.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 618.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 636.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 654.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 672.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 690.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 708.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 726.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 744.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 762.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 780.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 798.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 816.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 834.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 852.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 870.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 888.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 906.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 924.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 942.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 960.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
[paragraph, [71.0, 978.0, 605.0, 18.0], shoonya_0sOY7UR1V65BTL, 5691940]
