[1288, 890]
[chapter-title, [390.0, 76.0, 209.0, 30.0], shoonya_2sCOSFNVLI0FQH, 5776466]
[paragraph, [178.0, 115.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 133.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 151.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 169.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 187.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 205.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 223.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 241.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 259.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 277.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 295.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 313.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 331.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 349.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 367.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 385.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 403.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 421.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 439.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 457.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 475.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 493.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 511.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 529.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 547.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 565.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 583.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 601.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 619.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 637.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 655.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 673.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 691.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 709.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 727.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 745.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 763.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [178.0, 781.0, 635.0, 18.0], shoonya_1sACBC6FOM80WM, 5776466]
[paragraph, [183.0, 801.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 819.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 837.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 855.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 873.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 891.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 909.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 927.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 945.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 963.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 981.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 999.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 1017.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 1035.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 1053.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 1071.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
[paragraph, [183.0, 1089.0, 627.0, 18.0], shoonya_0s20Q46VG6I9OC, 5776466]
