[2137, 1600]
[paragraph, [282.0, 121.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 157.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 193.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 229.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 265.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 301.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [282.0, 337.0, 1141.0, 36.0], shoonya_0sPN9B54EPIGMN, 5659979]
[paragraph, [281.0, 418.0, 1145.0, 36.0], shoonya_2s73LLR2PKGRK0, 5659979]
[paragraph, [281.0, 454.0, 1145.0, 36.0], shoonya_2s73LLR2PKGRK0, 5659979]
[sidebar, [1434.0, 486.0, 47.0, 36.0], shoonya_3s86SF58LTUWWA, 5659979]
[section-title, [171.0, 579.0, 994.0, 52.5], E0eoYsDSzo, 5659979]
[unordered-list, [272.0, 678.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 714.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 750.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 786.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 822.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 858.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 894.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 930.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 966.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1002.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1038.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1074.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1110.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1146.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1182.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1218.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1254.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1290.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1326.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1362.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1398.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1434.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1470.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1506.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1542.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1578.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[unordered-list, [272.0, 1614.0, 1170.0, 36.0], shoonya_6sU9L055LVN4NL, 5659979]
[paragraph, [265.0, 1665.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1701.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1737.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1773.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1809.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1845.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[paragraph, [265.0, 1881.0, 1154.0, 36.0], shoonya_1sYZ328RT18DDG, 5659979]
[folio, [70.0, 1965.0, 177.0, 36.0], InRrIUedSz, 5659979]
