[2339, 1653]
[folio, [1314.0, 363.0, 132.0, 36.0], vUAGFDnwHE, 5735483]
[folio, [202.0, 367.0, 257.0, 36.0], sLqkiD0xVM, 5735483]
[paragraph, [833.0, 422.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [833.0, 458.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [833.0, 494.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [833.0, 530.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [833.0, 566.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [833.0, 602.0, 614.0, 36.0], shoonya_17sS3ZT0K7V9Q2, 5735483]
[paragraph, [476.0, 435.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 471.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 507.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 543.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 579.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 615.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 651.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 687.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[paragraph, [476.0, 723.0, 341.0, 36.0], shoonya_20sFBR6Y7Z6U9Q, 5735483]
[sidebar, [20.0, 485.0, 148.0, 36.0], diktsw3z4B, 5735483]
[paragraph, [836.0, 661.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 697.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 733.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 769.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 805.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 841.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 877.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 913.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 949.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 985.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 1021.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 1057.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 1093.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 1129.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [836.0, 1165.0, 613.0, 36.0], shoonya_1s4X4FFZR8K803, 5735483]
[paragraph, [205.0, 797.0, 320.0, 36.0], shoonya_8sJUSI5EEHY9QK, 5735483]
[paragraph, [204.0, 846.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 882.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 918.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 954.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 990.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1026.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1062.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1098.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1134.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1170.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[paragraph, [204.0, 1206.0, 613.0, 36.0], shoonya_0sYKR9PEM7YU9D, 5735483]
[author, [1143.0, 1224.0, 306.0, 36.0], shoonya_16sPM6OCP5LZGM, 5735483]
[paragraph, [205.0, 1266.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1302.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1338.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1374.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1410.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1446.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1482.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1518.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[paragraph, [205.0, 1554.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
