[1008, 612]
[paragraph, [83.0, 83.0, 467.0, 18.0], E9bYCU7WJc, 5717478]
[paragraph, [83.0, 101.0, 467.0, 18.0], E9bYCU7WJc, 5717478]
[ordered-list, [86.0, 126.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 144.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 162.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 180.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 198.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 216.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 234.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 252.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 270.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[ordered-list, [86.0, 288.0, 469.0, 18.0], iNkaTlygu2, 5717478]
[sub-ordered-list, [89.0, 126.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 144.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 162.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 180.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 198.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 216.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 234.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 252.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 270.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[sub-ordered-list, [89.0, 288.0, 462.0, 18.0], sYpxzg1_AN, 5717478]
[subsub-ordered-list, [128.0, 260.0, 417.0, 18.0], YsHHFvPWr5, 5717478]
[subsub-ordered-list, [128.0, 278.0, 417.0, 18.0], YsHHFvPWr5, 5717478]
[subsub-ordered-list, [128.0, 296.0, 417.0, 18.0], YsHHFvPWr5, 5717478]
[ordered-list, [88.0, 324.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 342.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 360.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 378.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 396.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 414.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 432.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 450.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 468.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 486.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 504.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 522.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 540.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 558.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 576.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 594.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 612.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 630.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 648.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 666.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 684.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 702.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[ordered-list, [88.0, 720.0, 464.0, 18.0], uD4kUpkiL2, 5717478]
[sub-ordered-list, [89.0, 462.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 480.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 498.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 516.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 534.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 552.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 570.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 588.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 606.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 624.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 642.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 660.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 678.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 696.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
[sub-ordered-list, [89.0, 714.0, 461.0, 18.0], JgY_OUfOuH, 5717478]
