[1650, 1275]
[paragraph, [187.0, 138.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 174.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 210.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 246.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 282.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 318.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 354.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 390.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 426.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 462.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 498.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 534.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 570.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 606.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 642.0, 899.0, 36.0], shoonya_2sYIW4SOIJDC61, 5703933]
[paragraph, [187.0, 683.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 719.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 755.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 791.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 827.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 863.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 899.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 935.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 971.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1007.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1043.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1079.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1115.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1151.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1187.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1223.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1259.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1295.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1331.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1367.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1403.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
[paragraph, [187.0, 1439.0, 896.0, 36.0], shoonya_1sY71R13LQ3YJ0, 5703933]
