[1263, 798]
[folio, [650.0, 20.0, 119.0, 18.0], ZUQGEz19qB, 5781703]
[folio, [650.0, 38.0, 119.0, 18.0], ZUQGEz19qB, 5781703]
[folio, [350.0, 43.0, 170.0, 18.0], VENBormcEc, 5781703]
[ordered-list, [103.0, 81.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 99.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 117.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 135.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 153.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 171.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 189.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 207.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 225.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 243.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 261.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 279.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 297.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 315.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 333.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 351.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 369.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 387.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 405.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 423.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 441.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 459.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 477.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 495.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 513.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 531.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 549.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 567.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 585.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 603.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 621.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 639.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 657.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 675.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 693.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 711.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 729.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 747.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 765.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 783.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 801.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 819.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 837.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 855.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 873.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 891.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 909.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 927.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 945.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 963.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 981.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 999.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1017.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1035.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1053.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1071.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1089.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1107.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[ordered-list, [103.0, 1125.0, 667.0, 18.0], t9Oe1twncI, 5781703]
[sub-ordered-list, [101.0, 138.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 156.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 174.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 192.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 210.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 228.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 246.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 264.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 282.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 300.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 318.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 336.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 354.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 372.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 390.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 408.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 426.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 444.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 462.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 480.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 498.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 516.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 534.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 552.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 570.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 588.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 606.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [101.0, 624.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
