[2806, 1983]
[paragraph, [211.0, 231.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 277.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 324.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 370.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 417.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 463.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 510.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 556.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 603.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 649.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 696.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 742.5, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [211.0, 789.0, 1552.0, 46.5], shoonya_0s4LT202IJFK8S, 5683361]
[paragraph, [220.0, 960.0, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1006.5, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1053.0, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1099.5, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1146.0, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1192.5, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1239.0, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1285.5, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [220.0, 1332.0, 1547.0, 46.5], _wKkNkLBsT, 5683361]
[paragraph, [219.0, 1531.0, 1552.0, 46.5], shoonya_1sGXWX0N3UHLWJ, 5683361]
[paragraph, [219.0, 1577.5, 1552.0, 46.5], shoonya_1sGXWX0N3UHLWJ, 5683361]
[paragraph, [219.0, 1624.0, 1552.0, 46.5], shoonya_1sGXWX0N3UHLWJ, 5683361]
[paragraph, [219.0, 1670.5, 1552.0, 46.5], shoonya_1sGXWX0N3UHLWJ, 5683361]
[paragraph, [219.0, 1717.0, 1552.0, 46.5], shoonya_1sGXWX0N3UHLWJ, 5683361]
[paragraph, [222.0, 1919.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 1965.5, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2012.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2058.5, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2105.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2151.5, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2198.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2244.5, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2291.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2337.5, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
[paragraph, [222.0, 2384.0, 1534.0, 46.5], x8XC1Jvjmd, 5683361]
