[1091, 691]
[section-title, [390.0, 121.0, 216.0, 30.0], shoonya_4sYJO8ROX63U2P, 5759651]
[section-title, [390.0, 151.0, 216.0, 30.0], shoonya_4sYJO8ROX63U2P, 5759651]
[section-title, [390.0, 181.0, 216.0, 30.0], shoonya_4sYJO8ROX63U2P, 5759651]
[paragraph, [60.0, 270.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 288.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 306.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 324.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 342.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 360.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 378.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 396.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 414.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 432.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 450.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 468.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 486.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 504.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 522.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 540.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [60.0, 558.0, 550.0, 18.0], shoonya_0sVE5T9GABROT9, 5759651]
[paragraph, [64.0, 591.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 609.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 627.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 645.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 663.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 681.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [64.0, 699.0, 550.0, 18.0], shoonya_1sUA5PHYTEDYWP, 5759651]
[paragraph, [65.0, 728.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 746.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 764.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 782.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 800.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 818.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 836.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 854.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 872.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 890.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
[paragraph, [65.0, 908.0, 556.0, 18.0], shoonya_2s205OTWH74YKT, 5759651]
