[1267, 753]
[folio, [342.0, 77.0, 80.0, 18.0], shoonya_1sKGVKS2KYE7DJ, 5700234]
[paragraph, [76.0, 120.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 138.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 156.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 174.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 192.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 210.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 228.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 246.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 264.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 282.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 300.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 318.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 336.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 354.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 372.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 390.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 408.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 426.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 444.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 462.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 480.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 498.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 516.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 534.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 552.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 570.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 588.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 606.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 624.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 642.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 660.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 678.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 696.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [76.0, 714.0, 596.0, 18.0], shoonya_0sY8M2EYLHWERV, 5700234]
[paragraph, [78.0, 744.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 762.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 780.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 798.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 816.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 834.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 852.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 870.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 888.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 906.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 924.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 942.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 960.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 978.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 996.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1014.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1032.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1050.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1068.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1086.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1104.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1122.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1140.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1158.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
[paragraph, [78.0, 1176.0, 593.0, 18.0], shoonya_2sG0ZR4JPNZIJF, 5700234]
