[842, 595]
[contact-info, [69.0, 113.0, 139.0, 18.0], 097oiYLc2l, 5742707]
[contact-info, [69.0, 131.0, 139.0, 18.0], 097oiYLc2l, 5742707]
[paragraph, [230.0, 129.0, 310.0, 18.0], shoonya_5s0LAVB93MPN47, 5742707]
[paragraph, [230.0, 147.0, 310.0, 18.0], shoonya_5s0LAVB93MPN47, 5742707]
[paragraph, [230.0, 165.0, 310.0, 18.0], shoonya_5s0LAVB93MPN47, 5742707]
[paragraph, [52.0, 177.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 195.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 213.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 231.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 249.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 267.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 285.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 303.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 321.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 339.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 357.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 375.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 393.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 411.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 429.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [52.0, 447.0, 174.0, 18.0], shoonya_17s8V8SOEPM0A9, 5742707]
[paragraph, [231.0, 187.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [231.0, 205.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [231.0, 223.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [231.0, 241.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [231.0, 259.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [231.0, 277.0, 311.0, 18.0], shoonya_0sUWU2XTS2CFD8, 5742707]
[paragraph, [230.0, 299.0, 311.0, 18.0], shoonya_16s7WSRQVUSL34, 5742707]
[paragraph, [231.0, 325.0, 310.0, 18.0], shoonya_9sCLZ7RQ82730G, 5742707]
[paragraph, [231.0, 368.0, 311.0, 18.0], shoonya_3sQYBMAO1IQ2JJ, 5742707]
[paragraph, [231.0, 386.0, 311.0, 18.0], shoonya_3sQYBMAO1IQ2JJ, 5742707]
[paragraph, [231.0, 404.0, 311.0, 18.0], shoonya_3sQYBMAO1IQ2JJ, 5742707]
[paragraph, [230.0, 425.0, 313.0, 18.0], shoonya_4sA9WBS3HXSYDD, 5742707]
[paragraph, [230.0, 443.0, 313.0, 18.0], shoonya_4sA9WBS3HXSYDD, 5742707]
[paragraph, [230.0, 461.0, 313.0, 18.0], shoonya_4sA9WBS3HXSYDD, 5742707]
[paragraph, [231.0, 481.0, 312.0, 18.0], shoonya_8sE8VJKI7S7LBN, 5742707]
[paragraph, [231.0, 499.0, 312.0, 18.0], shoonya_8sE8VJKI7S7LBN, 5742707]
[paragraph, [230.0, 523.0, 312.0, 18.0], shoonya_18sTEXGMOLEFPK, 5742707]
[paragraph, [230.0, 541.0, 312.0, 18.0], shoonya_18sTEXGMOLEFPK, 5742707]
[paragraph, [228.0, 577.0, 312.0, 18.0], shoonya_7sPOJ1RQGCESV0, 5742707]
[paragraph, [228.0, 595.0, 312.0, 18.0], shoonya_7sPOJ1RQGCESV0, 5742707]
[paragraph, [228.0, 632.0, 312.0, 18.0], shoonya_2s7XTV71SGYFJJ, 5742707]
[paragraph, [228.0, 650.0, 312.0, 18.0], shoonya_2s7XTV71SGYFJJ, 5742707]
[paragraph, [228.0, 668.0, 312.0, 18.0], shoonya_2s7XTV71SGYFJJ, 5742707]
[paragraph, [228.0, 686.0, 312.0, 18.0], shoonya_2s7XTV71SGYFJJ, 5742707]
[paragraph, [228.0, 704.0, 312.0, 18.0], shoonya_2s7XTV71SGYFJJ, 5742707]
