[1755, 1241]
[headline, [355.0, 544.0, 536.0, 37.5], 517XnuJ2NA, 5705107]
[headline, [355.0, 581.5, 536.0, 37.5], 517XnuJ2NA, 5705107]
[headline, [355.0, 619.0, 536.0, 37.5], 517XnuJ2NA, 5705107]
[headline, [355.0, 656.5, 536.0, 37.5], 517XnuJ2NA, 5705107]
[headline, [355.0, 694.0, 536.0, 37.5], 517XnuJ2NA, 5705107]
[headline, [355.0, 731.5, 536.0, 37.5], 517XnuJ2NA, 5705107]
[contact-info, [342.0, 807.0, 546.0, 36.0], gECJcM0Jib, 5705107]
[contact-info, [342.0, 843.0, 546.0, 36.0], gECJcM0Jib, 5705107]
[contact-info, [342.0, 879.0, 546.0, 36.0], gECJcM0Jib, 5705107]
[contact-info, [406.0, 941.0, 423.0, 36.0], R2Qdo5puuU, 5705107]
[contact-info, [406.0, 977.0, 423.0, 36.0], R2Qdo5puuU, 5705107]
[contact-info, [406.0, 1013.0, 423.0, 36.0], R2Qdo5puuU, 5705107]
[contact-info, [406.0, 1049.0, 423.0, 36.0], R2Qdo5puuU, 5705107]
[contact-info, [404.0, 1134.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1170.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1206.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1242.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1278.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1314.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[contact-info, [404.0, 1350.0, 426.0, 36.0], g1KG5Op2ZO, 5705107]
[website-link, [127.0, 1551.0, 310.0, 18.0], Bj8lPvAfl-, 5705107]
