[1230, 750]
[chapter-title, [120.0, 219.0, 494.0, 30.0], zVuuJhxeL8, 6468826]
[paragraph, [71.0, 400.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 418.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 436.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 454.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 472.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 490.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 508.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 526.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 544.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 562.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 580.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 598.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 616.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 634.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 652.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 670.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 688.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 706.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 724.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 742.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 760.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 778.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 796.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 814.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 832.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 850.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [71.0, 868.0, 593.0, 18.0], shoonya_0sWVL6H99K68ZB, 6468826]
[paragraph, [79.0, 889.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 907.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 925.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 943.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 961.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 979.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [79.0, 997.0, 583.0, 18.0], qyC6i_WoKS, 6468826]
[paragraph, [74.0, 1020.0, 585.0, 18.0], IAztWvgWeQ, 6468826]
[paragraph, [74.0, 1038.0, 585.0, 18.0], IAztWvgWeQ, 6468826]
[paragraph, [74.0, 1056.0, 585.0, 18.0], IAztWvgWeQ, 6468826]
