[1300, 827]
[paragraph, [101.0, 133.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 151.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 169.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 187.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 205.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 223.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 241.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[paragraph, [101.0, 259.0, 678.0, 18.0], shoonya_0sNH742E8KCS2P, 5748992]
[ordered-list, [29.0, 285.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 303.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 321.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 339.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 357.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 375.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 393.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 411.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 429.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 447.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 465.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 483.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 501.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 519.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 537.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 555.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 573.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 591.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 609.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 627.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 645.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 663.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 681.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 699.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 717.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 735.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 753.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 771.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 789.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 807.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 825.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 843.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 861.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 879.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 897.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 915.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 933.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 951.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 969.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 987.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1005.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1023.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1041.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1059.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1077.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1095.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1113.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1131.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1149.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1167.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1185.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[ordered-list, [29.0, 1203.0, 726.0, 18.0], wr2TBjQcra, 5748992]
[sub-ordered-list, [42.0, 853.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 871.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 889.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 907.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 925.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 943.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 961.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 979.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 997.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1015.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1033.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1051.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1069.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1087.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1105.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1123.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1141.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1159.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1177.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[sub-ordered-list, [42.0, 1195.0, 696.0, 18.0], IfgNzcdQOa, 5748992]
[footnote, [508.0, 1255.0, 263.0, 18.0], KOpnzwMd2E, 5748992]
