[2200, 1700]
[section-title, [1128.0, 607.0, 176.0, 52.5], akl8Q26DR1, 5652837]
[paragraph, [236.0, 779.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 815.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 851.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 887.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 923.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 959.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 995.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1031.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1067.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1103.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1139.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1175.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1211.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1247.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1283.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1319.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [236.0, 1355.0, 1073.0, 36.0], shoonya_2sR30MT7I0Z5KJ, 5652837]
[paragraph, [273.0, 1387.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1423.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1459.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1495.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1531.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1567.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1603.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1639.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1675.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1711.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1747.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[paragraph, [273.0, 1783.0, 1039.0, 36.0], shoonya_0s255SGXYAKUSL, 5652837]
[folio, [1113.0, 1862.0, 106.0, 36.0], QDycZ8VUsw, 5652837]
